,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team One Nationalities,Team Two Nationalities,Player 1 Team 1 Name,Player 2 Team 1 Name,Team 1 Seed,Player 1 Team 2 Name,Player 2 Team 2 Name,Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Match Winner
85,Yonex_All_England_Open,2019-03-09,England,WD,4,0,65,China,Japan,Chen Qing Chen,Jia Yi Fan,5,Yuki Fukushima,Sayaka Hirota,1,21,18,23,21,0,0,44,39,2,0,3,2,4,4,12,10,1
86,Yonex_All_England_Open,2019-03-06,England,WD,4,0,30,China,Canada,Chen Qing Chen,Jia Yi Fan,5,Rachel Honderich,Kristen Tsai,0,21,11,21,6,0,0,42,17,2,0,4,0,11,4,3,0,1
87,Victor_China_Open,2018-09-20,China,WD,2,1,3,Bulgaria,Korea,Gabriela Stoeva,Stefani Stoeva,0,Lee So Hee,Shin Seung Chan,7,5,4,0,0,0,0,5,4,1,0,0,0,2,1,2,8,1
88,Blibli_Indonesia_Open,2019-07-17,Indonesia,WD,4,0,51,Thailand,England,Puttita Supajirakul,Sapsiree Taerattanachai,0,Chloe Birch,Lauren Smith,0,21,17,21,19,0,0,42,36,2,0,3,0,4,4,2,0,1
89,Victor_China_Open,2018-09-18,China,WD,4,0,29,Indonesia,Germany,Greysia Polii,Apriyani Rahayu,4,Johanna Käpplein,Lara Kaepplein,0,21,17,21,15,0,0,42,32,2,0,6,0,5,3,1,0,1
90,Victor_China_Open,2018-09-20,China,WD,6,0,64,Japan,Indonesia,Misaki Matsutomo,Ayaka Takahashi,2,Della Destiara Haris,Rizki Amelia Pradipta,0,19,21,21,13,21,13,61,47,2,1,2,1,6,5,6,0,1
91,Yonex_All_England_Open,2019-03-07,England,WD,4,0,33,China,Korea,Li Wen Mei,Zheng Yu,0,Lee So Hee,Shin Seung Chan,6,21,8,21,18,0,0,42,26,2,0,2,0,12,3,2,3,1
92,Blibli_Indonesia_Open,2019-07-16,Indonesia,WD,4,0,33,Japan,Germany,Misaki Matsutomo,Ayaka Takahashi,3,Linda Efler,Isabel Lohau,0,21,17,21,8,0,0,42,25,2,0,5,0,7,5,1,0,1
93,Yonex_All_England_Open,2019-03-08,England,WD,6,0,80,Japan,Bulgaria,Yuki Fukushima,Sayaka Hirota,1,Gabriela Stoeva,Stefani Stoeva,8,17,21,21,15,21,19,59,55,2,1,3,2,4,6,6,0,1
94,Blibli_Indonesia_Open,2019-07-21,Indonesia,WD,4,0,51,Japan,Japan,Yuki Fukushima,Sayaka Hirota,2,Misaki Matsutomo,Ayaka Takahashi,3,21,16,21,18,0,0,42,34,2,0,2,0,7,6,7,4,1
95,Blibli_Indonesia_Open,2019-07-20,Indonesia,WD,6,0,72,Japan,Korea,Misaki Matsutomo,Ayaka Takahashi,3,Lee So Hee,Shin Seung Chan,6,17,21,21,14,21,15,59,50,2,1,2,1,5,4,8,6,1
96,Yonex_All_England_Open,2019-03-08,England,WD,4,0,48,Japan,Indonesia,Shiho Tanaka,Koharu Yonemoto,7,Ni Ketut Mahadewi Istarani,Rizki Amelia Pradipta,0,21,16,21,17,0,0,42,33,2,0,3,0,7,5,1,1,1
97,Blibli_Indonesia_Open,2019-07-16,Indonesia,WD,4,0,39,Korea,Denmark,Lee So Hee,Shin Seung Chan,6,Maiken Fruergaard,Sara Thygesen,0,21,18,21,12,0,0,42,30,2,0,10,0,6,7,6,2,1
98,Blibli_Indonesia_Open,2019-07-20,Indonesia,WD,4,0,50,Japan,China,Yuki Fukushima,Sayaka Hirota,2,Chen Qing Chen,Jia Yi Fan,4,21,14,21,12,0,0,42,26,2,0,2,0,6,3,10,12,1
99,Yonex_All_England_Open,2019-03-08,England,WD,6,0,79,Japan,China,Mayu Matsumoto,Wakana Nagahara,3,Li Wen Mei,Zheng Yu,0,21,17,17,21,21,18,59,56,2,1,3,2,5,5,4,0,1
100,Blibli_Indonesia_Open,2019-07-17,Indonesia,WD,6,0,65,Indonesia,China,Della Destiara Haris,Rizki Amelia Pradipta,0,Li Wen Mei,Zheng Yu,0,14,21,21,13,21,18,56,52,2,1,3,1,6,6,1,0,1
