Rank,Country/Territory,Name,Date,Points Accumulated
5,CHN,Han Cheng Kai,2018-10-25,"54,600"
6,DEN,Kim Astrup,2018-10-25,"53,500"
7,JPN,Takeshi Kamura,2018-10-25,"52,820"
8,CHN,Li Jun Hui,2018-10-25,"52,210"
9,JPN,Takuto Inoue,2018-10-25,"52,130"
10,INA,Berry Angriawan,2018-10-25,"50,780"
11,INA,Mohammad Ahsan,2018-10-25,"49,460"
12,INA,Fajar Alfian,2018-10-25,"49,170"
13,MAS,Goh V Shem,2018-10-25,"45,750"
14,THA,Tinn Isriyanet,2018-10-25,"45,370"
15,CHN,He Ji Ting,2018-10-25,"44,540"
16,INA,Wahyu Nayaka Arya Pangkaryanira,2018-10-25,"43,990"
17,DEN,Mads Conrad-Petersen,2018-10-25,"43,510"
18,IND,Attri Manu,2018-10-25,"39,060"
19,TPE,Lu Ching Yao,2018-10-25,"38,950"
20,IND,Satwiksairaj Rankireddy,2018-10-25,"37,460"
21,MAS,Ong Yew Sin,2018-10-25,"35,910"
22,TPE,Lee Jhe-Huei,2018-10-25,"35,500"
23,GER,Mark Lamsfuss,2018-10-25,"35,490"
24,CHN,Liu Cheng,2018-10-25,"35,360"
25,CHN,Ou Xuan Yi,2018-10-25,"35,340"
26,DEN,Mathias Boe,2018-10-25,"35,100"
27,INA,Akbar Bintang Cahyono,2018-10-25,"34,230"
28,JPN,Takuro Hoki,2018-10-25,"33,780"
29,ENG,Marcus Ellis,2018-10-25,"33,530"
30,NED,Jelle Maas,2018-10-25,"32,580"
31,RUS,Vladimir Ivanov,2018-10-25,"32,470"
32,MAS,Aaron Chia,2018-10-25,"32,240"
33,DEN,Kasper Antonsen,2018-10-25,"29,840"
34,THA,Inkarat Apisuk,2018-10-25,"28,890"
35,THA,Bodin Isara,2018-10-25,"27,190"
36,MAS,Mohamad Arif Ab Latif Arif,2018-10-25,"25,870"
37,CAN,Jason Anthony Ho-Shue,2018-10-25,"25,670"
38,NED,Jacco Arends,2018-10-25,"25,480"
39,GER,Jones Ralfy Jansen,2018-10-25,"23,830"
40,IND,M.R. Arjun,2018-10-25,"23,760"
41,KOR,Kang Min Hyuk,2018-10-25,"23,230"
42,THA,Kittinupong Kedren,2018-10-25,"21,830"
43,DEN,Mathias Christiansen,2018-10-25,"21,530"
44,ENG,Ben Lane,2018-10-25,"19,300"
45,THA,Pakin Kuna-Anuvit,2018-10-25,"18,480"
46,MAS,Chooi Kah Ming,2018-10-25,"18,240"
47,THA,Nipitphon Phuangphuapet,2018-10-25,"17,930"
48,KOR,Chung Eui Seok,2018-10-25,"17,870"
49,INA,Angga Pratama,2018-10-25,"17,210"
50,CAN,Peter Briggs,2018-10-25,"17,020"
51,JPN,Keiichiro Matsui,2018-10-25,"16,920"
52,TPE,Lee Sheng Mu,2018-10-25,"16,880"
53,USA,Phillip Chew,2018-10-25,"16,170"
54,TPE,Po Li-Wei,2018-10-25,"16,020"
55,CHN,Huang Kai Xiang,2018-10-25,"15,720"
56,MAS,Goh Sze Fei,2018-10-25,"15,520"
57,JPN,Akira Koga,2018-10-25,"14,900"
58,MAS,Shia Chun Kang,2018-10-25,"14,610"
59,INA,Ricky Karandasuwardi,2018-10-25,"14,060"
60,IND,Arun George,2018-10-25,"13,430"
61,INA,Sabar Karyaman Gutama,2018-10-25,"12,970"
62,KOR,Kim Won Ho,2018-10-25,"12,900"
63,MAS,Tan Boon Heong,2018-10-25,"12,790"
64,IND,Francis Alwin,2018-10-25,"12,720"
65,RUS,Konstantin Abramov,2018-10-25,"12,130"
66,KOR,Kim Gi Jung,2018-10-25,"12,040"
67,CHN,Chai Biao,2018-10-25,"11,850"
68,TPE,Chang Ko-Chi,2018-10-25,"11,760"
69,TPE,Fang-Chih Lee,2018-10-25,"11,610"
70,CHN,Di Zi Jian,2018-10-25,"11,280"
71,HKG,Chung Yonny,2018-10-25,"11,240"
72,VIE,Bao Minh,2018-10-25,"10,550"
73,JPN,Masato Takano,2018-10-25,"10,280"
74,KOR,Choi Sol Gyu,2018-10-25,"10,270"
75,KOR,Ko Sung Hyun,2018-10-25,"10,180"
76,DEN,David Daugaard,2018-10-25,"10,130"
77,IND,Mandiraju Anilkumar Raju,2018-10-25,"9,620"
78,KOR,Jung Jae Wook,2018-10-25,"9,220"
79,JPN,Hiroki Okamura,2018-10-25,"9,080"
80,IND,Rohan Kapoor,2018-10-25,"8,960"
81,JPN,Mahiro Kaneko,2018-10-25,"8,920"
82,INA,Frengky Wijaya Putra,2018-10-25,"8,520"
83,HKG,Lee Chun Hei Reginald,2018-10-25,"8,480"
84,DEN,Frederik Colberg,2018-10-25,"8,170"
85,TPE,Lin Shang Kai,2018-10-25,"8,100"
86,THA,Bodin Isara,2018-10-25,"7,900"
87,DEN,Mathias Bay-Smidt,2018-10-25,"7,890"
88,IND,Kapil Chaudhary,2018-10-25,"7,730"
89,VIE,Tuan Duc Do,2018-10-25,"7,590"
90,KOR,Choi Hyuk Gyun,2018-10-25,"7,450"
91,SGP,Danny Bawa Chrisnanta,2018-10-25,"7,290"
92,IND,Kona Tarun,2018-10-25,"7,280"
93,HKG,Chang Tak Ching,2018-10-25,"7,210"
94,CAN,Kan Chao Yu,2018-10-25,"7,180"
95,DEN,Mathias Bay-Smidt,2018-10-25,"6,600"
96,HKG,Law Cheuk Him,2018-10-25,"6,110"
96,FRA,Bastian Kersaudy,2018-10-25,"6,110"
98,CAN,Lam Wai Lok,2018-10-25,"6,030"
99,KOR,Kim Hwi Tae,2018-10-25,"5,960"
100,HKG,Ho Wai Lun,2018-10-25,"5,870"
1,INA,Marcus Fernaldi Gideon,2018-10-18,"67,850"
2,TPE,Chen Hung Ling,2018-10-18,"61,310"
3,JPN,Hiroyuki Endo,2018-10-18,"52,700"
4,TPE,Liao Min Chun,2018-10-18,"52,620"
5,DEN,Kim Astrup,2018-10-18,"49,180"
6,INA,Fajar Alfian,2018-10-18,"49,170"
7,CHN,Han Cheng Kai,2018-10-18,"48,550"
8,CHN,Li Jun Hui,2018-10-18,"47,890"
9,INA,Berry Angriawan,2018-10-18,"46,460"
10,JPN,Takuto Inoue,2018-10-18,"46,080"
11,MAS,Goh V Shem,2018-10-18,"45,750"
12,THA,Tinn Isriyanet,2018-10-18,"45,370"
13,JPN,Takeshi Kamura,2018-10-18,"43,470"
14,CHN,He Ji Ting,2018-10-18,"41,880"
15,INA,Mohammad Ahsan,2018-10-18,"41,760"
16,INA,Wahyu Nayaka Arya Pangkaryanira,2018-10-18,"41,330"
17,DEN,Mads Conrad-Petersen,2018-10-18,"40,850"
18,IND,Satwiksairaj Rankireddy,2018-10-18,"37,460"
19,IND,Attri Manu,2018-10-18,"36,400"
20,TPE,Lu Ching Yao,2018-10-18,"36,290"
21,CHN,Ou Xuan Yi,2018-10-18,"35,340"
22,INA,Akbar Bintang Cahyono,2018-10-18,"34,230"
23,MAS,Ong Yew Sin,2018-10-18,"33,250"
24,TPE,Lee Jhe-Huei,2018-10-18,"32,840"
25,MAS,Aaron Chia,2018-10-18,"32,240"
26,GER,Mark Lamsfuss,2018-10-18,"31,170"
27,CHN,Liu Cheng,2018-10-18,"31,040"
28,DEN,Mathias Boe,2018-10-18,"30,780"
29,NED,Jelle Maas,2018-10-18,"29,920"
30,RUS,Vladimir Ivanov,2018-10-18,"29,810"
31,THA,Inkarat Apisuk,2018-10-18,"28,890"
32,JPN,Takuro Hoki,2018-10-18,"27,730"
33,MAS,Mohamad Arif Ab Latif Arif,2018-10-18,"25,870"
34,ENG,Marcus Ellis,2018-10-18,"25,830"
35,CAN,Jason Anthony Ho-Shue,2018-10-18,"25,670"
36,DEN,Kasper Antonsen,2018-10-18,"25,520"
37,THA,Bodin Isara,2018-10-18,"24,530"
38,IND,M.R. Arjun,2018-10-18,"23,760"
39,NED,Jacco Arends,2018-10-18,"22,820"
40,THA,Kittinupong Kedren,2018-10-18,"21,830"
41,DEN,Mathias Christiansen,2018-10-18,"21,530"
42,GER,Jones Ralfy Jansen,2018-10-18,"21,170"
43,KOR,Kang Min Hyuk,2018-10-18,"20,570"
44,THA,Pakin Kuna-Anuvit,2018-10-18,"18,480"
45,MAS,Chooi Kah Ming,2018-10-18,"18,240"
46,THA,Nipitphon Phuangphuapet,2018-10-18,"17,930"
47,INA,Angga Pratama,2018-10-18,"17,210"
48,CAN,Peter Briggs,2018-10-18,"17,020"
49,JPN,Keiichiro Matsui,2018-10-18,"16,920"
50,TPE,Lee Sheng Mu,2018-10-18,"16,880"
51,ENG,Ben Lane,2018-10-18,"16,640"
52,USA,Phillip Chew,2018-10-18,"16,170"
53,TPE,Po Li-Wei,2018-10-18,"16,020"
54,CHN,Huang Kai Xiang,2018-10-18,"15,720"
55,MAS,Goh Sze Fei,2018-10-18,"15,520"
56,KOR,Chung Eui Seok,2018-10-18,"15,210"
57,JPN,Akira Koga,2018-10-18,"14,900"
58,MAS,Shia Chun Kang,2018-10-18,"14,610"
59,INA,Ricky Karandasuwardi,2018-10-18,"14,060"
60,IND,Arun George,2018-10-18,"13,430"
61,INA,Sabar Karyaman Gutama,2018-10-18,"12,970"
62,KOR,Kim Won Ho,2018-10-18,"12,900"
63,MAS,Tan Boon Heong,2018-10-18,"12,790"
64,IND,Francis Alwin,2018-10-18,"12,720"
65,RUS,Konstantin Abramov,2018-10-18,"12,130"
66,KOR,Kim Gi Jung,2018-10-18,"12,040"
67,CHN,Chai Biao,2018-10-18,"11,850"
68,TPE,Chang Ko-Chi,2018-10-18,"11,760"
69,TPE,Fang-Chih Lee,2018-10-18,"11,610"
70,CHN,Di Zi Jian,2018-10-18,"11,280"
71,HKG,Chung Yonny,2018-10-18,"11,240"
72,VIE,Bao Minh,2018-10-18,"10,550"
73,JPN,Masato Takano,2018-10-18,"10,280"
74,KOR,Choi Sol Gyu,2018-10-18,"10,270"
75,KOR,Ko Sung Hyun,2018-10-18,"10,180"
76,DEN,David Daugaard,2018-10-18,"10,130"
77,IND,Mandiraju Anilkumar Raju,2018-10-18,"9,620"
78,KOR,Jung Jae Wook,2018-10-18,"9,220"
79,JPN,Hiroki Okamura,2018-10-18,"9,080"
80,IND,Rohan Kapoor,2018-10-18,"8,960"
81,JPN,Mahiro Kaneko,2018-10-18,"8,920"
82,INA,Frengky Wijaya Putra,2018-10-18,"8,520"
83,HKG,Lee Chun Hei Reginald,2018-10-18,"8,480"
84,DEN,Frederik Colberg,2018-10-18,"8,170"
85,TPE,Lin Shang Kai,2018-10-18,"8,100"
86,THA,Bodin Isara,2018-10-18,"7,900"
87,DEN,Mathias Bay-Smidt,2018-10-18,"7,890"
88,IND,Kapil Chaudhary,2018-10-18,"7,730"
89,VIE,Tuan Duc Do,2018-10-18,"7,590"
90,KOR,Choi Hyuk Gyun,2018-10-18,"7,450"
91,SGP,Danny Bawa Chrisnanta,2018-10-18,"7,290"
92,IND,Kona Tarun,2018-10-18,"7,280"
93,HKG,Chang Tak Ching,2018-10-18,"7,210"
94,CAN,Kan Chao Yu,2018-10-18,"7,180"
95,DEN,Mathias Bay-Smidt,2018-10-18,"6,600"
96,HKG,Law Cheuk Him,2018-10-18,"6,110"
96,FRA,Bastian Kersaudy,2018-10-18,"6,110"
98,CAN,Lam Wai Lok,2018-10-18,"6,030"
99,KOR,Kim Hwi Tae,2018-10-18,"5,960"
100,HKG,Ho Wai Lun,2018-10-18,"5,870"
1,INA,Marcus Fernaldi Gideon,2018-10-11,"67,850"
2,TPE,Chen Hung Ling,2018-10-11,"61,310"
3,JPN,Hiroyuki Endo,2018-10-11,"52,700"
4,TPE,Liao Min Chun,2018-10-11,"52,620"
5,DEN,Kim Astrup,2018-10-11,"49,180"
6,INA,Fajar Alfian,2018-10-11,"49,170"
7,CHN,Han Cheng Kai,2018-10-11,"48,550"
8,CHN,Li Jun Hui,2018-10-11,"47,890"
9,JPN,Takuto Inoue,2018-10-11,"46,080"
10,MAS,Goh V Shem,2018-10-11,"45,750"
11,THA,Tinn Isriyanet,2018-10-11,"45,370"
12,JPN,Takeshi Kamura,2018-10-11,"43,470"
13,INA,Berry Angriawan,2018-10-11,"43,430"
14,CHN,He Ji Ting,2018-10-11,"41,880"
15,INA,Mohammad Ahsan,2018-10-11,"41,760"
16,DEN,Mads Conrad-Petersen,2018-10-11,"40,850"
17,IND,Satwiksairaj Rankireddy,2018-10-11,"37,460"
18,IND,Attri Manu,2018-10-11,"36,400"
19,TPE,Lu Ching Yao,2018-10-11,"36,290"
20,INA,Wahyu Nayaka Arya Pangkaryanira,2018-10-11,"35,830"
21,CHN,Ou Xuan Yi,2018-10-11,"35,340"
22,INA,Akbar Bintang Cahyono,2018-10-11,"34,230"
23,MAS,Ong Yew Sin,2018-10-11,"33,250"
24,TPE,Lee Jhe-Huei,2018-10-11,"32,840"
25,MAS,Aaron Chia,2018-10-11,"32,240"
26,GER,Mark Lamsfuss,2018-10-11,"31,170"
27,CHN,Liu Cheng,2018-10-11,"31,040"
28,DEN,Mathias Boe,2018-10-11,"30,780"
29,RUS,Vladimir Ivanov,2018-10-11,"29,810"
30,THA,Inkarat Apisuk,2018-10-11,"28,890"
31,JPN,Takuro Hoki,2018-10-11,"27,730"
32,MAS,Mohamad Arif Ab Latif Arif,2018-10-11,"25,870"
33,CAN,Jason Anthony Ho-Shue,2018-10-11,"25,670"
34,DEN,Kasper Antonsen,2018-10-11,"25,520"
35,NED,Jelle Maas,2018-10-11,"25,240"
36,THA,Bodin Isara,2018-10-11,"24,530"
37,ENG,Marcus Ellis,2018-10-11,"23,720"
38,THA,Kittinupong Kedren,2018-10-11,"21,830"
39,DEN,Mathias Christiansen,2018-10-11,"21,530"
40,IND,M.R. Arjun,2018-10-11,"20,730"
41,KOR,Kang Min Hyuk,2018-10-11,"20,570"
42,NED,Jacco Arends,2018-10-11,"19,790"
43,THA,Pakin Kuna-Anuvit,2018-10-11,"18,480"
44,MAS,Chooi Kah Ming,2018-10-11,"18,240"
45,THA,Nipitphon Phuangphuapet,2018-10-11,"17,930"
46,GER,Jones Ralfy Jansen,2018-10-11,"17,320"
47,INA,Angga Pratama,2018-10-11,"17,210"
48,CAN,Peter Briggs,2018-10-11,"17,020"
49,JPN,Keiichiro Matsui,2018-10-11,"16,920"
50,TPE,Lee Sheng Mu,2018-10-11,"16,880"
51,USA,Phillip Chew,2018-10-11,"16,170"
52,TPE,Po Li-Wei,2018-10-11,"16,020"
53,CHN,Huang Kai Xiang,2018-10-11,"15,720"
54,MAS,Goh Sze Fei,2018-10-11,"15,520"
55,KOR,Chung Eui Seok,2018-10-11,"15,210"
56,JPN,Akira Koga,2018-10-11,"14,900"
57,MAS,Shia Chun Kang,2018-10-11,"14,610"
58,ENG,Ben Lane,2018-10-11,"14,530"
59,INA,Ricky Karandasuwardi,2018-10-11,"14,060"
60,INA,Sabar Karyaman Gutama,2018-10-11,"12,970"
61,KOR,Kim Won Ho,2018-10-11,"12,900"
62,MAS,Tan Boon Heong,2018-10-11,"12,790"
63,IND,Francis Alwin,2018-10-11,"12,720"
64,IND,Arun George,2018-10-11,"12,140"
65,RUS,Konstantin Abramov,2018-10-11,"12,130"
66,KOR,Kim Gi Jung,2018-10-11,"12,040"
67,CHN,Chai Biao,2018-10-11,"11,850"
68,TPE,Chang Ko-Chi,2018-10-11,"11,760"
69,TPE,Fang-Chih Lee,2018-10-11,"11,610"
70,CHN,Di Zi Jian,2018-10-11,"11,280"
71,HKG,Chung Yonny,2018-10-11,"11,240"
72,VIE,Bao Minh,2018-10-11,"10,550"
73,JPN,Masato Takano,2018-10-11,"10,280"
74,KOR,Choi Sol Gyu,2018-10-11,"10,270"
75,KOR,Ko Sung Hyun,2018-10-11,"10,180"
76,IND,Mandiraju Anilkumar Raju,2018-10-11,"9,620"
77,KOR,Jung Jae Wook,2018-10-11,"9,220"
78,JPN,Hiroki Okamura,2018-10-11,"9,080"
79,JPN,Mahiro Kaneko,2018-10-11,"8,920"
80,INA,Frengky Wijaya Putra,2018-10-11,"8,520"
81,HKG,Lee Chun Hei Reginald,2018-10-11,"8,480"
82,TPE,Lin Shang Kai,2018-10-11,"8,100"
83,DEN,David Daugaard,2018-10-11,"8,020"
84,THA,Bodin Isara,2018-10-11,"7,900"
85,DEN,Mathias Bay-Smidt,2018-10-11,"7,890"
86,IND,Kapil Chaudhary,2018-10-11,"7,730"
87,VIE,Tuan Duc Do,2018-10-11,"7,590"
88,KOR,Choi Hyuk Gyun,2018-10-11,"7,450"
89,SGP,Danny Bawa Chrisnanta,2018-10-11,"7,290"
90,HKG,Chang Tak Ching,2018-10-11,"7,210"
91,CAN,Kan Chao Yu,2018-10-11,"7,180"
92,DEN,Frederik Colberg,2018-10-11,"6,880"
93,IND,Rohan Kapoor,2018-10-11,"6,850"
94,HKG,Law Cheuk Him,2018-10-11,"6,110"
94,FRA,Bastian Kersaudy,2018-10-11,"6,110"
96,CAN,Lam Wai Lok,2018-10-11,"6,030"
97,IND,Kona Tarun,2018-10-11,"5,990"
98,KOR,Kim Hwi Tae,2018-10-11,"5,960"
99,HKG,Ho Wai Lun,2018-10-11,"5,870"
100,TPE,Lu Chen,2018-10-11,"5,780"
1,INA,Marcus Fernaldi Gideon,2018-08-16,"48,450"
2,INA,Fajar Alfian,2018-08-16,"38,320"
3,MAS,Goh V Shem,2018-08-16,"38,290"
4,THA,Tinn Isriyanet,2018-08-16,"37,910"
5,JPN,Hiroyuki Endo,2018-08-16,"37,840"
6,TPE,Liao Min Chun,2018-08-16,"37,410"
7,JPN,Takuto Inoue,2018-08-16,"35,380"
8,TPE,Chen Hung Ling,2018-08-16,"34,610"
9,INA,Berry Angriawan,2018-08-16,"34,310"
10,CHN,Han Cheng Kai,2018-08-16,"33,470"
11,DEN,Mads Conrad-Petersen,2018-08-16,"32,970"
12,INA,Mohammad Ahsan,2018-08-16,"32,640"
13,JPN,Takeshi Kamura,2018-08-16,"32,550"
14,CHN,Li Jun Hui,2018-08-16,"31,940"
15,DEN,Kim Astrup,2018-08-16,"30,640"
16,CHN,Ou Xuan Yi,2018-08-16,"28,740"
17,INA,Wahyu Nayaka Arya Pangkaryanira,2018-08-16,"28,510"
18,THA,Inkarat Apisuk,2018-08-16,"27,600"
19,IND,Attri Manu,2018-08-16,"27,280"
20,DEN,Mathias Boe,2018-08-16,"26,460"
21,IND,Satwiksairaj Rankireddy,2018-08-16,"26,300"
22,TPE,Lu Ching Yao,2018-08-16,"26,170"
23,CHN,Liu Cheng,2018-08-16,"25,380"
24,CHN,He Ji Ting,2018-08-16,"23,980"
25,MAS,Aaron Chia,2018-08-16,"23,350"
26,MAS,Ong Yew Sin,2018-08-16,"23,040"
27,DEN,Kasper Antonsen,2018-08-16,"22,770"
28,RUS,Vladimir Ivanov,2018-08-16,"21,930"
29,INA,Akbar Bintang Cahyono,2018-08-16,"21,810"
30,DEN,Mathias Christiansen,2018-08-16,"21,530"
31,GER,Mark Lamsfuss,2018-08-16,"21,490"
32,ENG,Marcus Ellis,2018-08-16,"20,720"
33,CAN,Jason Anthony Ho-Shue,2018-08-16,"20,010"
34,TPE,Lee Jhe-Huei,2018-08-16,"18,070"
35,IND,M.R. Arjun,2018-08-16,"17,700"
36,INA,Angga Pratama,2018-08-16,"17,210"
37,NED,Jacco Arends,2018-08-16,"17,040"
38,CAN,Peter Briggs,2018-08-16,"17,020"
39,THA,Kittinupong Kedren,2018-08-16,"16,790"
40,KOR,Kang Min Hyuk,2018-08-16,"16,680"
41,TPE,Po Li-Wei,2018-08-16,"16,020"
42,GER,Jones Ralfy Jansen,2018-08-16,"15,650"
43,THA,Nipitphon Phuangphuapet,2018-08-16,"14,900"
44,THA,Pakin Kuna-Anuvit,2018-08-16,"14,570"
45,ENG,Ben Lane,2018-08-16,"14,530"
46,NED,Jelle Maas,2018-08-16,"14,520"
47,MAS,Mohamad Arif Ab Latif Arif,2018-08-16,"14,390"
48,USA,Phillip Chew,2018-08-16,"13,950"
49,INA,Sabar Karyaman Gutama,2018-08-16,"12,970"
50,MAS,Shia Chun Kang,2018-08-16,"12,940"
51,MAS,Tan Boon Heong,2018-08-16,"12,790"
52,IND,Francis Alwin,2018-08-16,"12,720"
53,CHN,Chai Biao,2018-08-16,"11,850"
54,THA,Bodin Isara,2018-08-16,"11,460"
55,CHN,Di Zi Jian,2018-08-16,"11,280"
56,JPN,Keiichiro Matsui,2018-08-16,"10,960"
57,JPN,Takuro Hoki,2018-08-16,"10,880"
58,TPE,Lee Sheng Mu,2018-08-16,"10,810"
59,KOR,Chung Eui Seok,2018-08-16,"10,330"
60,MAS,Chooi Kah Ming,2018-08-16,"10,150"
61,RUS,Konstantin Abramov,2018-08-16,"9,380"
62,KOR,Jung Jae Wook,2018-08-16,"9,220"
63,MAS,Goh Sze Fei,2018-08-16,"9,140"
64,CHN,Huang Kai Xiang,2018-08-16,"9,120"
65,JPN,Hiroki Okamura,2018-08-16,"9,080"
66,HKG,Lee Chun Hei Reginald,2018-08-16,"8,480"
67,IND,Mandiraju Anilkumar Raju,2018-08-16,"8,330"
68,IND,Arun George,2018-08-16,"8,290"
69,JPN,Masato Takano,2018-08-16,"8,170"
70,THA,Bodin Isara,2018-08-16,"7,900"
71,DEN,Mathias Bay-Smidt,2018-08-16,"7,890"
72,VIE,Tuan Duc Do,2018-08-16,"7,590"
72,VIE,Bao Minh,2018-08-16,"7,590"
74,KOR,Choi Hyuk Gyun,2018-08-16,"7,450"
75,SGP,Danny Bawa Chrisnanta,2018-08-16,"7,290"
76,JPN,Akira Koga,2018-08-16,"7,250"
76,JPN,Mahiro Kaneko,2018-08-16,"7,250"
78,HKG,Chung Yonny,2018-08-16,"7,200"
79,KOR,Kim Won Ho,2018-08-16,"6,850"
80,IND,Kapil Chaudhary,2018-08-16,"6,440"
81,TPE,Lin Shang Kai,2018-08-16,"6,430"
82,FRA,Bastian Kersaudy,2018-08-16,"6,110"
83,KOR,Kim Hwi Tae,2018-08-16,"5,960"
84,IND,Kona Tarun,2018-08-16,"5,730"
85,TPE,Fang-Chih Lee,2018-08-16,"5,610"
86,IND,Rohan Kapoor,2018-08-16,"5,560"
87,CAN,Kan Chao Yu,2018-08-16,"5,510"
88,KOR,Tae In Jung,2018-08-16,"5,500"
89,KOR,Ko Sung Hyun,2018-08-16,"5,500"
90,THA,Maneepong Jongjit,2018-08-16,"4,900"
91,INA,Ricky Karandasuwardi,2018-08-16,"4,800"
92,THA,Supak Jomkoh,2018-08-16,"4,730"
93,JPN,Hirokatsu Hashimoto,2018-08-16,"4,680"
94,FRA,Thom Gicquel,2018-08-16,"4,440"
94,INA,Hendra Aprida Gunawan,2018-08-16,"4,440"
94,HKG,Law Cheuk Him,2018-08-16,"4,440"
97,RUS,Nikita Khakimov,2018-08-16,"4,320"
98,TPE,Lin Yong Sheng,2018-08-16,"4,220"
99,TPE,Lu Chia Hung,2018-08-16,"3,870"
100,TPE,Lee Sheng Mu,2018-08-16,"3,850"
1,INA,Marcus Fernaldi Gideon,2018-07-12,"48,450"
2,INA,Fajar Alfian,2018-07-12,"38,320"
3,MAS,Goh V Shem,2018-07-12,"38,290"
4,INA,Berry Angriawan,2018-07-12,"34,310"
5,DEN,Mads Conrad-Petersen,2018-07-12,"32,970"
6,TPE,Chen Hung Ling,2018-07-12,"32,390"
7,CHN,Li Jun Hui,2018-07-12,"31,940"
8,THA,Tinn Isriyanet,2018-07-12,"30,650"
9,DEN,Kim Astrup,2018-07-12,"30,640"
10,TPE,Liao Min Chun,2018-07-12,"30,150"
11,JPN,Hiroyuki Endo,2018-07-12,"30,040"
12,JPN,Takuto Inoue,2018-07-12,"28,960"
13,DEN,Mathias Boe,2018-07-12,"26,460"
14,CHN,Liu Cheng,2018-07-12,"25,380"
15,CHN,He Ji Ting,2018-07-12,"23,980"
16,IND,Attri Manu,2018-07-12,"23,680"
17,INA,Wahyu Nayaka Arya Pangkaryanira,2018-07-12,"23,470"
18,CHN,Han Cheng Kai,2018-07-12,"23,450"
19,INA,Mohammad Ahsan,2018-07-12,"23,440"
20,JPN,Takeshi Kamura,2018-07-12,"23,350"
21,MAS,Ong Yew Sin,2018-07-12,"23,040"
22,DEN,Kasper Antonsen,2018-07-12,"22,770"
23,TPE,Lu Ching Yao,2018-07-12,"22,570"
24,DEN,Mathias Christiansen,2018-07-12,"21,530"
25,ENG,Marcus Ellis,2018-07-12,"20,720"
26,IND,Satwiksairaj Rankireddy,2018-07-12,"20,480"
27,GER,Mark Lamsfuss,2018-07-12,"19,270"
28,RUS,Vladimir Ivanov,2018-07-12,"18,080"
29,THA,Inkarat Apisuk,2018-07-12,"17,200"
30,NED,Jacco Arends,2018-07-12,"17,040"
31,THA,Kittinupong Kedren,2018-07-12,"16,790"
32,KOR,Kang Min Hyuk,2018-07-12,"16,680"
33,CHN,Ou Xuan Yi,2018-07-12,"15,900"
34,GER,Jones Ralfy Jansen,2018-07-12,"15,650"
35,NED,Jelle Maas,2018-07-12,"14,520"
36,TPE,Lee Jhe-Huei,2018-07-12,"14,470"
37,IND,M.R. Arjun,2018-07-12,"13,260"
38,CAN,Jason Anthony Ho-Shue,2018-07-12,"12,900"
39,IND,Francis Alwin,2018-07-12,"12,720"
40,CHN,Chai Biao,2018-07-12,"11,850"
41,MAS,Aaron Chia,2018-07-12,"11,680"
42,CHN,Di Zi Jian,2018-07-12,"11,280"
43,CAN,Peter Briggs,2018-07-12,"11,200"
44,MAS,Shia Chun Kang,2018-07-12,"10,830"
45,INA,Angga Pratama,2018-07-12,"10,790"
46,INA,Sabar Karyaman Gutama,2018-07-12,"10,750"
47,INA,Akbar Bintang Cahyono,2018-07-12,"10,490"
48,KOR,Chung Eui Seok,2018-07-12,"10,330"
49,MAS,Chooi Kah Ming,2018-07-12,"10,150"
50,THA,Pakin Kuna-Anuvit,2018-07-12,"10,130"
51,USA,Phillip Chew,2018-07-12,"9,510"
52,MAS,Tan Boon Heong,2018-07-12,"9,390"
53,KOR,Jung Jae Wook,2018-07-12,"9,220"
54,CHN,Huang Kai Xiang,2018-07-12,"9,120"
55,ENG,Ben Lane,2018-07-12,"8,710"
56,JPN,Takuro Hoki,2018-07-12,"8,660"
57,HKG,Lee Chun Hei Reginald,2018-07-12,"8,480"
58,THA,Bodin Isara,2018-07-12,"7,900"
59,DEN,Mathias Bay-Smidt,2018-07-12,"7,890"
60,KOR,Choi Hyuk Gyun,2018-07-12,"7,450"
61,KOR,Kim Won Ho,2018-07-12,"6,850"
62,IND,Kapil Chaudhary,2018-07-12,"6,440"
63,VIE,Tuan Duc Do,2018-07-12,"6,300"
63,VIE,Bao Minh,2018-07-12,"6,300"
65,TPE,Po Li-Wei,2018-07-12,"6,180"
66,TPE,Lee Sheng Mu,2018-07-12,"6,130"
67,MAS,Goh Sze Fei,2018-07-12,"6,110"
67,FRA,Bastian Kersaudy,2018-07-12,"6,110"
69,KOR,Kim Hwi Tae,2018-07-12,"5,960"
69,JPN,Mahiro Kaneko,2018-07-12,"5,960"
71,IND,Rohan Kapoor,2018-07-12,"5,560"
72,KOR,Tae In Jung,2018-07-12,"5,500"
73,JPN,Keiichiro Matsui,2018-07-12,"4,900"
73,THA,Maneepong Jongjit,2018-07-12,"4,900"
75,THA,Nipitphon Phuangphuapet,2018-07-12,"4,860"
75,JPN,Hiroki Okamura,2018-07-12,"4,860"
77,INA,Ricky Karandasuwardi,2018-07-12,"4,800"
78,THA,Supak Jomkoh,2018-07-12,"4,730"
79,RUS,Konstantin Abramov,2018-07-12,"4,700"
80,CAN,Kan Chao Yu,2018-07-12,"4,630"
81,INA,Hendra Aprida Gunawan,2018-07-12,"4,440"
81,HKG,Law Cheuk Him,2018-07-12,"4,440"
83,IND,Mandiraju Anilkumar Raju,2018-07-12,"3,890"
84,KOR,Choi Sol Gyu,2018-07-12,"3,850"
