,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team 1 Nationalities,Team 2 Nationalities,Team 1 Name(s),Team 1 Seed,Team 2 Name(s),Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Match Winner
324,Yonex_All_England_Open,2019-03-07,England,WS,6,0,76,Korea,Hongkong,Sung Jihyun,,Cheung Ngan Yi,,21,11,18.0,21.0,21.0,18.0,60,50,2,1,2,1,6,4,6,1,1
325,Yonex_All_England_Open,2018-03-14,England,MS,4,0,44,Japan,Japan,Kenta Nishimoto,,Kanta Tsuneyama,,21,8,21.0,18.0,,,42,26,2,0,3,0,7,4,4,1,1
326,Blibli_Indonesia_Open,2018-07-05,Indonesia,WD,4,0,45,China,Malaysia,"Chen Qing Chen, Jia Yi Fan",1.0,"Chow Mei Kuan, Lee Meng Yean",,22,20,21.0,18.0,,,43,38,2,0,3,4,6,3,6,0,1
327,Victor_China_Open,2018-09-20,China,MS,4,0,30,Japan,Japan,Kento Momota,3.0,Kenta Nishimoto,,21,9,21.0,9.0,,,42,18,2,0,4,0,8,3,4,3,1
328,Yonex_All_England_Open,2019-03-06,England,MD,6,0,67,China,Indonesia,"Liu Cheng, Zhang Nan",,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,21,19,20.0,22.0,21.0,17.0,62,58,2,1,2,4,4,5,2,5,1
329,Victor_China_Open,2018-09-19,China,MS,4,0,35,Japan,France,Kento Momota,3.0,Brice Leverdez,,21,14,21.0,12.0,,,42,26,2,0,4,0,6,7,3,0,1
330,Blibli_Indonesia_Open,2018-07-04,Indonesia,MD,6,0,35,Indonesia,Indonesia,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Mohammad Ahsan, Hendra Setiawan",,21,16,18.0,21.0,21.0,10.0,60,47,2,1,2,2,10,3,11,2,1
331,Victor_China_Open,2018-09-18,China,WD,4,0,28,China,China,"Cao Tong Wei, Zheng Yu",,"Huang Dong Ping, Li Wen Mei",,21,15,21.0,15.0,,,42,30,2,0,3,0,5,4,1,0,1
332,Yonex_All_England_Open,2018-03-15,England,WD,6,0,72,Thailand,Thailand,"Jongkolphan Kititharakul, Rawinda Prajongjai",8.0,"Chayanit Chaladchalam, Phataimas Muenwong",,16,21,21.0,17.0,21.0,17.0,58,55,2,1,7,2,5,4,2,1,1
333,Blibli_Indonesia_Open,2018-07-03,Indonesia,MD,4,0,29,Russia,Denmark,"Vladimir Ivanov, Ivan Sozonov",,"Kasper Antonsen, Niclas Nohr",,21,11,21.0,14.0,,,42,25,2,0,3,0,6,4,1,0,1
334,Yonex_All_England_Open,2019-03-07,England,MD,4,0,40,Malaysia,Japan,"Goh V Shem, Tan Wee Kiong",,"Hiroyuki Endo, Yuta Watanabe",4.0,21,18,21.0,19.0,,,42,37,2,0,2,0,6,5,3,0,1
335,Blibli_Indonesia_Open,2018-07-05,Indonesia,XD,6,0,40,China,Chinesetaipei,"Zheng Si Wei, Huang Ya Qiong",4.0,"Wang Chi-Lin, Lee Chia Hsin",,21,12,17.0,21.0,21.0,16.0,59,49,2,1,3,1,7,6,2,0,1
336,Victor_China_Open,2018-09-20,China,WD,4,0,34,Japan,Korea,"Mayu Matsumoto, Wakana Nagahara",8.0,"Kim So Yeong, Kong Hee Yong",,21,14,21.0,19.0,,,42,33,2,0,3,0,7,4,5,8,1
337,Victor_China_Open,2018-09-19,China,WD,4,0,26,Japan,Chinesetaipei,"Mayu Matsumoto, Wakana Nagahara",8.0,"Hsu Ya Ching, Wu Ti Jung",,21,14,21.0,11.0,,,42,25,2,0,5,0,7,3,3,0,1
338,Yonex_All_England_Open,2018-03-14,England,WS,4,0,33,Japan,Hongkong,Sayaka Sato,,Cheung Ngan Yi,,21,10,21.0,14.0,,,42,24,2,0,4,0,6,4,5,1,1
339,Blibli_Indonesia_Open,2018-07-04,Indonesia,WS,4,0,27,Denmark,India,Line Højmark Kjaersfeldt,,Vaishnavi Reddy Jakka,,21,12,21.0,10.0,,,42,22,2,0,5,0,6,3,1,0,1
340,Yonex_All_England_Open,2018-03-15,England,MS,6,0,52,China,India,Huang Yu Xiang,,Kidambi Srikanth,3.0,21,11,15.0,21.0,22.0,20.0,58,52,2,1,3,4,5,6,1,4,1
341,Victor_China_Open,2018-09-18,China,MS,4,0,23,Hongkong,Chinesetaipei,Wong Wing Ki Vincent,,Wang Tzu Wei,,21,10,21.0,13.0,,,42,23,2,0,3,0,5,3,4,1,1
342,Yonex_All_England_Open,2019-03-06,England,MS,4,0,41,Indonesia,England,Tommy Sugiarto,,Rajiv Ouseph,,21,16,21.0,19.0,,,42,35,2,0,6,0,8,4,7,1,1
343,Yonex_All_England_Open,2019-03-07,England,WS,4,0,39,Japan,Denmark,Akane Yamaguchi,4.0,Mia Blichfeldt,,21,18,21.0,14.0,,,42,32,2,0,2,0,5,5,11,0,1
344,Blibli_Indonesia_Open,2018-07-03,Indonesia,WD,4,0,32,Indonesia,India,"Agatha Imanuela, Siti Fadia Silva Ramadhanti",,"Jakkampudi Meghana, S Ram Poorvisha",,21,11,21.0,18.0,,,42,29,2,0,3,0,8,4,1,0,1
345,Blibli_Indonesia_Open,2018-07-05,Indonesia,XD,4,0,41,China,Denmark,"Wang Yi Lyu, Huang Dong Ping",2.0,"Joachim Fischer Nielsen, Alexandra Bøje",,21,16,21.0,18.0,,,42,34,2,0,2,0,5,4,1,0,1
346,Victor_China_Open,2018-09-20,China,MD,4,0,26,Denmark,Germany,"Kim Astrup, Anders Skaarup Rasmussen",8.0,"Mark Lamsfuss, Marvin Seidel",,21,9,21.0,9.0,,,42,18,2,0,2,0,6,3,12,4,1
347,Victor_China_Open,2018-09-19,China,XD,6,0,49,England,Ireland,"Chris Adcock, Gabrielle Adcock",8.0,"Sam Magee, Chloe Magee",,17,21,21.0,8.0,21.0,8.0,59,37,2,1,3,1,8,4,4,0,1
348,Victor_China_Open,2018-09-18,China,MS,4,0,34,Thailand,Denmark,Kantaphon Wangcharoen,,Hans-Kristian Solberg Vittinghus,,21,18,21.0,18.0,,,42,36,2,0,3,0,7,5,2,2,1
349,Blibli_Indonesia_Open,2018-07-04,Indonesia,WS,6,0,52,Thailand,Chinesetaipei,Busanan Ongbamrungphan,,Pai Yu Po,,15,21,21.0,16.0,21.0,13.0,57,50,2,1,7,4,7,6,7,1,1
350,Yonex_All_England_Open,2018-03-15,England,WD,6,0,70,Korea,Korea,"Lee So Hee, Shin Seung Chan",7.0,"Chae Yu Jung, Jung Kyung Eun",,21,18,23.0,25.0,21.0,11.0,65,54,2,1,4,5,5,7,1,0,1
351,Yonex_All_England_Open,2018-03-14,England,WD,6,0,62,Indonesia,Korea,"Della Destiara Haris, Rizki Amelia Pradipta",,"Chang Ye Na, Kim Hyerin",,22,20,18.0,21.0,21.0,17.0,61,58,2,1,2,3,5,6,1,0,1
352,Blibli_Indonesia_Open,2018-07-03,Indonesia,WD,6,0,69,Japan,Thailand,"Shiho Tanaka, Koharu Yonemoto",4.0,"Chayanit Chaladchalam, Phataimas Muenwong",,21,10,22.0,24.0,21.0,15.0,64,49,2,1,5,3,5,4,3,0,1
353,Yonex_All_England_Open,2019-03-07,England,XD,6,0,62,England,England,"Chris Adcock, Gabrielle Adcock",6.0,"Ben Lane, Jessica Pugh",,15,21,21.0,15.0,21.0,15.0,57,51,2,1,2,1,5,6,1,0,1
354,Yonex_All_England_Open,2019-03-06,England,WS,4,0,28,Chinesetaipei,Canada,Tai Tzu Ying,1.0,Michelle Li,,21,12,21.0,15.0,,,42,27,2,0,2,0,7,3,9,2,1
355,Victor_China_Open,2018-09-20,China,MS,4,0,44,Korea,Hongkong,Son Wan Ho,4.0,Wong Wing Ki Vincent,,21,16,21.0,16.0,,,42,32,2,0,3,0,5,5,1,1,1
356,Blibli_Indonesia_Open,2018-07-05,Indonesia,WD,4,0,36,Japan,Thailand,"Mayu Matsumoto, Wakana Nagahara",,"Jongkolphan Kititharakul, Rawinda Prajongjai",8.0,21,14,21.0,18.0,,,42,32,2,0,2,0,4,4,10,1,1
357,Victor_China_Open,2018-09-19,China,MD,4,0,35,Malaysia,India,"Goh V Shem, Tan Wee Kiong",,"Satwiksairaj Rankireddy, Chirag Shetty",,21,19,22.0,20.0,,,43,39,2,0,5,0,4,4,2,0,1
358,Yonex_All_England_Open,2018-03-15,England,MD,6,0,52,Japan,Chinesetaipei,"Hiroyuki Endo, Yuta Watanabe",,"Lee Jhe-Huei, Lee Yang",8.0,16,21,21.0,16.0,22.0,20.0,59,57,2,1,4,1,3,3,1,0,1
359,Victor_China_Open,2018-09-18,China,WS,4,0,34,Japan,Chinesetaipei,Aya Ohori,,Pai Yu Po,,21,11,21.0,18.0,,,42,29,2,0,4,0,4,4,5,0,1
360,Blibli_Indonesia_Open,2018-07-04,Indonesia,WD,4,0,16,Thailand,Usa,"Jongkolphan Kititharakul, Rawinda Prajongjai",8.0,"Ariel Lee, Sydney Lee",,21,1,21.0,5.0,,,42,6,2,0,3,0,16,1,2,0,1
361,Blibli_Indonesia_Open,2018-07-03,Indonesia,MD,6,0,64,Japan,Chinesetaipei,"Takuto Inoue, Yuki Kaneko",7.0,"Lu Ching Yao, Yang Po Han",,21,18,18.0,21.0,21.0,14.0,60,53,2,1,2,1,6,7,3,0,1
362,Victor_China_Open,2018-09-20,China,MS,6,0,63,India,Thailand,Kidambi Srikanth,7.0,Suppanyu Avihingsanon,,21,12,15.0,21.0,24.0,22.0,60,55,2,1,6,2,6,5,2,0,1
363,Yonex_All_England_Open,2018-03-14,England,MD,4,0,29,Chinesetaipei,Japan,"Chen Hung Ling, Wang Chi-Lin",7.0,"Takuto Inoue, Yuki Kaneko",,21,10,21.0,15.0,,,42,25,2,0,4,0,6,3,4,0,1
364,Victor_China_Open,2018-09-19,China,MS,6,0,59,Indonesia,Japan,Jonatan Christie,,Kanta Tsuneyama,,21,18,17.0,21.0,21.0,13.0,59,52,2,1,4,2,6,5,5,0,1
365,Yonex_All_England_Open,2019-03-07,England,MS,6,0,59,India,Indonesia,Kidambi Srikanth,7.0,Jonatan Christie,,21,17,11.0,21.0,21.0,12.0,53,50,2,1,5,1,5,6,7,5,1
366,Blibli_Indonesia_Open,2018-07-05,Indonesia,WS,6,0,62,Scotland,Japan,Kirsty Gilmour,,Sayaka Sato,,21,19,17.0,21.0,21.0,14.0,59,54,2,1,2,4,5,6,3,1,1
367,Yonex_All_England_Open,2019-03-06,England,WD,4,0,42,Bulgaria,China,"Gabriela Stoeva, Stefani Stoeva",8.0,"Du Yue, Li Yin Hui",,21,14,21.0,13.0,,,42,27,2,0,3,0,6,5,2,2,1
368,Yonex_All_England_Open,2018-03-15,England,WD,4,0,29,Japan,Bulgaria,"Mayu Matsumoto, Wakana Nagahara",,"Gabriela Stoeva, Stefani Stoeva",,21,10,21.0,12.0,,,42,22,2,0,2,0,4,2,8,0,1
369,Blibli_Indonesia_Open,2018-07-03,Indonesia,WD,4,0,35,China,Netherlands,"Huang Dong Ping, Li Wen Mei",,"Selena Piek, Cheryl Seinen",,21,16,21.0,15.0,,,42,31,2,0,3,0,4,3,1,0,1
370,Victor_China_Open,2018-09-18,China,XD,4,0,33,India,Germany,"Pranaav Jerry Chopra, Reddy Sikki",,"Marvin Seidel, Linda Efler",,21,19,21.0,17.0,,,42,36,2,0,5,0,7,3,3,1,1
371,Victor_China_Open,2018-09-20,China,WD,6,0,49,China,China,"Chen Qing Chen, Jia Yi Fan",3.0,"Tang Jin Hua, Yu Xiao Han",,21,14,15.0,21.0,21.0,18.0,57,53,2,1,2,1,4,4,2,0,1
372,Blibli_Indonesia_Open,2018-07-04,Indonesia,XD,4,0,31,Japan,Chinesetaipei,"Yuta Watanabe, Arisa Higashino",,"Lu Ching Yao, Hu Ling Fang",,21,15,21.0,18.0,,,42,33,2,0,3,0,7,4,2,0,1
373,Blibli_Indonesia_Open,2018-07-05,Indonesia,WS,6,0,58,Japan,Japan,Akane Yamaguchi,2.0,Nozomi Okuhara,,21,9,14.0,21.0,24.0,22.0,59,52,2,1,4,7,6,6,8,11,1
374,Victor_China_Open,2018-09-19,China,MS,4,0,41,Thailand,Netherlands,Suppanyu Avihingsanon,,Mark Caljouw,,22,20,21.0,17.0,,,43,37,2,0,3,1,5,5,1,1,1
375,Yonex_All_England_Open,2018-03-15,England,XD,6,0,64,Indonesia,Indonesia,"Hafiz Faizal, Gloria Emanuelle Widjaja",,"Tontowi Ahmad, Liliyana Natsir",1.0,18,21,21.0,15.0,30.0,29.0,69,65,2,1,9,7,4,6,1,2,1
376,Yonex_All_England_Open,2018-03-14,England,XD,4,0,37,Indonesia,Malaysia,"Hafiz Faizal, Gloria Emanuelle Widjaja",,"Tan Kian Meng, Lai Pei Jing",,21,18,21.0,11.0,,,42,29,2,0,2,0,6,5,3,2,1
377,Yonex_All_England_Open,2019-03-07,England,XD,4,0,48,Malaysia,England,"Goh Soon Huat, Lai Shevon Jemie",,"Marcus Ellis, Lauren Smith",7.0,21,15,26.0,24.0,,,47,39,2,0,6,5,5,4,3,3,1
378,Blibli_Indonesia_Open,2018-07-03,Indonesia,WD,4,0,38,Indonesia,Indonesia,"Anggia Shitta Awanda, Ni Ketut Mahadewi Istarani",,"Pia Zebadiah Bernadet, Tiara Rosalia Nuraidah",,21,18,21.0,17.0,,,42,35,2,0,2,0,5,4,1,0,1
379,Yonex_All_England_Open,2019-03-06,England,MD,4,0,36,Indonesia,England,"Mohammad Ahsan, Hendra Setiawan",6.0,"Marcus Ellis, Chris Langridge",,21,19,21.0,12.0,,,42,31,2,0,6,0,4,3,5,0,1
380,Victor_China_Open,2018-09-20,China,XD,4,0,28,China,China,"Wang Yi Lyu, Huang Dong Ping",2.0,"He Ji Ting, Du Yue",,21,19,21.0,9.0,,,42,28,2,0,2,0,6,3,4,1,1
381,Victor_China_Open,2018-09-18,China,WS,6,0,44,Russia,Chinesetaipei,Evgeniya Kosetskaya,,Lee Chia Hsin,,21,16,18.0,21.0,22.0,20.0,61,57,2,1,5,1,4,4,1,1,1
382,Blibli_Indonesia_Open,2018-07-04,Indonesia,XD,4,0,26,China,India,"Zheng Si Wei, Huang Ya Qiong",4.0,"Pranaav Jerry Chopra, Reddy Sikki",,21,12,21.0,14.0,,,42,26,2,0,6,0,4,4,6,0,1
383,Blibli_Indonesia_Open,2018-07-05,Indonesia,MD,4,0,30,Russia,China,"Vladimir Ivanov, Ivan Sozonov",,"Li Jun Hui, Liu Yu Chen",4.0,21,19,21.0,15.0,,,42,34,2,0,3,0,5,4,1,2,1
384,Victor_China_Open,2018-09-19,China,WS,4,0,34,Spain,Denmark,Carolina Marin,6.0,Mia Blichfeldt,,21,13,21.0,13.0,,,42,26,2,0,2,0,11,4,5,2,1
385,Yonex_All_England_Open,2018-03-15,England,XD,4,0,20,China,Chinesetaipei,"Zheng Si Wei, Huang Ya Qiong",5.0,"Lu Ching Yao, Chiang Kai Hsin",,21,5,21.0,5.0,,,42,10,2,0,2,0,9,2,1,0,1
386,Yonex_All_England_Open,2019-03-07,England,WS,4,0,31,Chinesetaipei,Usa,Tai Tzu Ying,1.0,Beiwen Zhang,,21,15,21.0,14.0,,,42,29,2,0,3,0,5,6,10,3,1
387,Blibli_Indonesia_Open,2018-07-03,Indonesia,XD,4,0,29,China,Russia,"Zhang Nan, Li Yin Hui",5.0,"Evgenij Dremin, Evgenia Dimova",,21,17,21.0,13.0,,,42,30,2,0,2,0,7,4,1,0,1
388,Blibli_Indonesia_Open,2018-07-04,Indonesia,WD,4,0,28,China,Korea,"Du Yue, Li Yin Hui",,"Kim Hyerin, Kong Hee Yong",,21,14,21.0,2.0,,,42,16,2,0,2,0,18,3,1,1,1
389,Victor_China_Open,2018-09-18,China,MS,6,0,61,Chinesetaipei,Chinesetaipei,Chou Tien Chen,5.0,Hsu Jen Hao,,21,11,20.0,22.0,21.0,19.0,62,52,2,1,3,2,4,4,2,1,1
390,Victor_China_Open,2018-09-20,China,WS,6,0,54,Spain,Japan,Carolina Marin,6.0,Sayaka Takahashi,,21,16,14.0,21.0,21.0,9.0,56,46,2,1,2,1,6,7,6,1,1
391,Yonex_All_England_Open,2018-03-14,England,WD,4,0,27,Japan,India,"Shiho Tanaka, Koharu Yonemoto",5.0,"Jakkampudi Meghana, S Ram Poorvisha",,21,14,21.0,11.0,,,42,25,2,0,2,0,4,3,2,0,1
392,Blibli_Indonesia_Open,2018-07-05,Indonesia,MD,4,0,36,Japan,Thailand,"Takuto Inoue, Yuki Kaneko",7.0,"Tinn Isriyanet, Kittisak Namdash",,21,17,21.0,18.0,,,42,35,2,0,3,0,7,4,1,0,1
393,Yonex_All_England_Open,2019-03-06,England,XD,4,0,36,England,Malaysia,"Chris Adcock, Gabrielle Adcock",6.0,"Chen Tang Jie, Peck Yen Wei",,21,16,21.0,18.0,,,42,34,2,0,8,0,5,4,1,0,1
394,Victor_China_Open,2018-09-19,China,MD,6,0,42,Indonesia,Indonesia,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Wahyu Nayaka Arya Pangkaryanira, Ade Yusuf Santoso",,17,21,21.0,13.0,21.0,13.0,59,47,2,1,3,2,4,5,5,1,1
395,Yonex_All_England_Open,2018-03-15,England,WS,6,0,49,Japan,Japan,Akane Yamaguchi,2.0,Sayaka Sato,,18,21,21.0,10.0,21.0,12.0,60,43,2,1,4,3,7,3,5,2,1
396,Yonex_All_England_Open,2019-03-07,England,WD,4,0,53,Japan,Korea,"Mayu Matsumoto, Wakana Nagahara",3.0,"Kim So Yeong, Kong Hee Yong",,24,22,21.0,14.0,,,45,36,2,0,5,2,4,4,5,8,1
397,Blibli_Indonesia_Open,2018-07-03,Indonesia,MD,4,0,42,Thailand,Denmark,"Tinn Isriyanet, Kittisak Namdash",,"Mathias Christiansen, David Daugaard",,21,19,26.0,24.0,,,47,43,2,0,8,1,5,4,2,0,1
398,Blibli_Indonesia_Open,2018-07-04,Indonesia,MD,6,0,68,Netherlands,Korea,"Jelle Maas, Robin Tabeling",,"Chung Eui Seok, Kim Dukyoung",,27,29,21.0,10.0,21.0,13.0,69,52,2,1,5,6,5,5,1,0,1
399,Victor_China_Open,2018-09-18,China,WD,6,0,52,Denmark,Thailand,"Maiken Fruergaard, Sara Thygesen",,"Jongkolphan Kititharakul, Rawinda Prajongjai",6.0,21,17,12.0,21.0,21.0,18.0,54,56,2,1,2,1,6,6,2,8,1
400,Victor_China_Open,2018-09-20,China,MS,4,0,39,Hongkong,Indonesia,Ng Ka Long Angus,8.0,Jonatan Christie,,21,18,21.0,16.0,,,42,34,2,0,2,0,7,4,5,7,1
401,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,4,0,36,Thailand,Denmark,Kantaphon Wangcharoen,,Hans-Kristian Solberg Vittinghus,,21,18,21.0,11.0,,,42,29,2,0,2,0,5,6,2,2,1
402,Victor_China_Open,2018-09-19,China,XD,4,0,40,Malaysia,Denmark,"Tan Kian Meng, Lai Pei Jing",,"Niclas Nohr, Sara Thygesen",,22,20,21.0,18.0,,,43,38,2,0,2,4,6,6,3,1,1
403,Yonex_All_England_Open,2019-03-07,England,MS,4,0,41,Denmark,China,Viktor Axelsen,6.0,Lu Guang Zu,,21,19,21.0,16.0,,,42,35,2,0,3,0,8,8,7,0,1
404,Yonex_All_England_Open,2018-03-15,England,MD,6,0,65,Chinesetaipei,Denmark,"Chen Hung Ling, Wang Chi-Lin",7.0,"Mathias Christiansen, David Daugaard",,19,21,21.0,16.0,21.0,18.0,61,55,2,1,2,1,6,5,2,1,1
405,Yonex_All_England_Open,2018-03-14,England,WS,4,0,26,Japan,Russia,Saena Kawakami,,Evgeniya Kosetskaya,,21,9,21.0,11.0,,,42,20,2,0,3,0,9,3,1,0,1
406,Yonex_All_England_Open,2019-03-06,England,MS,6,0,65,Denmark,India,Viktor Axelsen,6.0,Sameer Verma,,16,21,21.0,18.0,21.0,14.0,58,53,2,1,5,1,8,5,3,0,1
407,Blibli_Indonesia_Open,2018-07-04,Indonesia,MD,4,0,24,China,Indonesia,"Huang Kai Xiang, Wang Yi Lyu",,"Frengky Wijaya Putra, Rian Agung Saputro",,21,13,21.0,13.0,,,42,26,2,0,7,0,7,5,1,0,1
408,Victor_China_Open,2018-09-20,China,XD,4,0,40,Denmark,India,"Mathias Christiansen, Christinna Pedersen",6.0,"Pranaav Jerry Chopra, Reddy Sikki",,21,16,21.0,10.0,,,42,26,2,0,4,0,6,6,2,0,1
409,Blibli_Indonesia_Open,2018-07-03,Indonesia,WD,4,0,39,Japan,Indonesia,"Misaki Matsutomo, Ayaka Takahashi",5.0,"Virni Putri, Jauza Fadhila Sugiarto",,21,15,21.0,6.0,,,42,21,2,0,2,0,8,4,1,0,1
410,Victor_China_Open,2018-09-18,China,WD,4,0,37,Korea,Malaysia,"Chang Ye Na, Jung Kyung Eun",,"Vivian Hoo, Yap Cheng Wen",,21,19,21.0,16.0,,,42,35,2,0,4,0,5,4,2,0,1
411,Blibli_Indonesia_Open,2018-07-05,Indonesia,MD,4,0,34,Denmark,Indonesia,"Mads Conrad-Petersen, Mads Pieler Kolding",5.0,"Ricky Karandasuwardi, Angga Pratama",,21,12,21.0,17.0,,,42,29,2,0,3,0,5,6,1,0,1
412,Yonex_All_England_Open,2019-03-07,England,MD,4,0,40,Japan,Denmark,"Takeshi Kamura, Keigo Sonoda",3.0,"Mathias Boe, Carsten Mogensen",,21,14,21.0,16.0,,,42,30,2,0,4,0,5,4,3,4,1
413,Victor_China_Open,2018-09-19,China,WS,4,0,30,Thailand,Malaysia,Pornpawee Chochuwong,,Soniia Cheah,,21,15,21.0,12.0,,,42,27,2,0,5,0,4,3,1,1,1
414,Yonex_All_England_Open,2018-03-15,England,XD,4,0,24,China,India,"Wang Yi Lyu, Huang Dong Ping",2.0,"Pranaav Jerry Chopra, Reddy Sikki",,21,6,21.0,10.0,,,42,16,2,0,2,0,9,3,2,0,1
415,Yonex_All_England_Open,2019-03-09,England,WD,4,0,53,Japan,Japan,"Mayu Matsumoto, Wakana Nagahara",3.0,"Shiho Tanaka, Koharu Yonemoto",7.0,21,11,21.0,12.0,,,42,23,2,0,5,0,8,4,2,2,1
416,Blibli_Indonesia_Open,2018-07-04,Indonesia,XD,4,0,36,Denmark,Japan,"Niclas Nohr, Sara Thygesen",,"Takuro Hoki, Koharu Yonemoto",,21,19,21.0,19.0,,,42,38,2,0,3,0,4,5,1,1,1
417,Yonex_All_England_Open,2019-03-08,England,WS,4,0,38,Chinesetaipei,India,Tai Tzu Ying,1.0,Saina Nehwal,8.0,21,15,21.0,19.0,,,42,34,2,0,5,0,7,4,16,5,1
418,Yonex_All_England_Open,2019-03-06,England,MS,4,0,40,Japan,Thailand,Kento Momota,1.0,Khosit Phetpradab,,21,13,21.0,7.0,,,42,20,2,0,4,0,10,3,4,0,1
419,Yonex_All_England_Open,2018-03-14,England,XD,4,0,35,China,Korea,"Wang Yi Lyu, Huang Dong Ping",2.0,"Choi Sol Gyu, Chae Yu Jung",,21,15,21.0,17.0,,,42,32,2,0,3,0,6,5,2,1,1
420,Victor_China_Open,2018-09-18,China,WD,4,0,16,Japan,Usa,"Shiho Tanaka, Koharu Yonemoto",5.0,"Ariel Lee, Sydney Lee",,21,4,21.0,5.0,,,42,9,2,0,2,0,7,1,1,0,1
421,Victor_China_Open,2018-09-20,China,MD,4,0,24,Chinesetaipei,India,"Chen Hung Ling, Wang Chi-Lin",,"Attri Manu, Reddy B. Sumeeth",,21,9,21.0,10.0,,,42,19,2,0,2,0,7,3,3,1,1
422,Yonex_All_England_Open,2019-03-09,England,XD,4,0,37,Japan,Malaysia,"Yuta Watanabe, Arisa Higashino",3.0,"Goh Soon Huat, Lai Shevon Jemie",,21,16,21.0,13.0,,,42,29,2,0,2,0,5,4,4,1,1
423,Yonex_All_England_Open,2019-03-08,England,XD,6,0,64,Malaysia,China,"Goh Soon Huat, Lai Shevon Jemie",,"Wang Yi Lyu, Huang Dong Ping",2.0,13,21,22.0,20.0,21.0,18.0,56,59,2,1,4,1,4,5,3,3,1
424,Blibli_Indonesia_Open,2019-07-16,Indonesia,WS,4,0,31,Chinesetaipei,Singapore,Tai Tzu Ying,1.0,Yeo Jia Min,,21,12,21.0,18.0,,,42,30,2,0,2,0,5,4,4,0,1
425,Yonex_All_England_Open,2019-03-10,England,WD,6,0,83,China,Japan,"Chen Qing Chen, Jia Yi Fan",5.0,"Mayu Matsumoto, Wakana Nagahara",3.0,18,21,22.0,20.0,21.0,11.0,61,52,2,1,3,3,7,5,12,2,1
426,Victor_China_Open,2018-09-19,China,XD,4,0,27,Thailand,Indonesia,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",,"Praveen Jordan, Melati Daeva Oktavianti",,21,11,21.0,13.0,,,42,24,2,0,3,0,9,3,8,4,1
427,Yonex_All_England_Open,2019-03-07,England,MD,4,0,34,Germany,China,"Mark Lamsfuss, Marvin Seidel",,"He Ji Ting, Tan Qiang",,22,20,21.0,14.0,,,43,34,2,0,4,0,6,5,1,0,1
428,Yonex_All_England_Open,2019-03-06,England,WS,6,0,75,China,Thailand,Chen Xiao Xin,,Ratchanok Intanon,7.0,21,23,24.0,22.0,21.0,14.0,66,59,2,1,9,2,4,8,1,8,1
429,Yonex_All_England_Open,2019-03-09,England,MD,4,0,44,Indonesia,Japan,"Mohammad Ahsan, Hendra Setiawan",6.0,"Takeshi Kamura, Keigo Sonoda",3.0,21,19,21.0,16.0,,,42,35,2,0,2,0,4,4,7,2,1
430,Victor_China_Open,2018-09-20,China,WS,4,0,42,Japan,Thailand,Nozomi Okuhara,8.0,Pornpawee Chochuwong,,21,9,22.0,20.0,,,43,29,2,0,3,0,5,4,5,2,1
431,Victor_China_Open,2018-09-18,China,XD,4,0,30,Denmark,Chinesetaipei,"Mathias Christiansen, Christinna Pedersen",6.0,"Wang Chi-Lin, Lee Chia Hsin",,21,10,21.0,10.0,,,42,20,2,0,0,0,0,0,2,0,1
432,Yonex_All_England_Open,2019-03-10,England,WS,4,0,41,China,Chinesetaipei,Chen Yu Fei,3.0,Tai Tzu Ying,1.0,21,17,21.0,17.0,,,42,34,2,0,2,0,6,4,9,19,1
433,Yonex_All_England_Open,2018-03-14,England,WD,6,0,61,Korea,China,"Kim So Yeong, Kong Hee Yong",,"Tang Jin Hua, Yu Xiao Han",,20,22,21.0,10.0,21.0,15.0,62,47,2,1,3,1,8,7,1,0,1
434,Yonex_All_England_Open,2019-03-08,England,WS,6,0,66,Japan,China,Akane Yamaguchi,4.0,He Bing Jiao,6.0,21,16,19.0,21.0,21.0,12.0,61,49,2,1,3,1,7,4,13,4,1
435,Yonex_All_England_Open,2019-03-07,England,XD,6,0,57,Indonesia,Malaysia,"Tontowi Ahmad, Winny Oktavina Kandow",,"Chan Peng Soon, Goh Liu Ying",5.0,21,15,16.0,21.0,23.0,21.0,60,57,2,1,5,6,5,5,2,1,1
436,Yonex_All_England_Open,2019-03-09,England,WS,6,0,47,Chinesetaipei,Japan,Tai Tzu Ying,1.0,Akane Yamaguchi,4.0,21,13,10.0,21.0,21.0,8.0,52,42,2,1,2,1,8,6,12,12,1
