,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team 1 Nationalities,Team 2 Nationalities,Team 1 Name(s),Team 1 Seed,Team 2 Name(s),Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Match Winner
0,Yonex_All_England_Open,2018-03-18,England,XD,6,0,62,Japan,China,"Yuta Watanabe, Arisa Higashino",,"Zheng Si Wei, Huang Ya Qiong",5.0,15,21,22.0,20.0,21.0,16.0,58,57,2,1,3,3,7,4,5,15,1
1,Blibli_Indonesia_Open,2018-07-07,Indonesia,MD,4,0,32,Japan,Chinesetaipei,"Takuto Inoue, Yuki Kaneko",7.0,"Liao Min Chun, Su Ching Heng",,21,13,21.0,11.0,,,42,24,2,0,4,0,7,3,2,1,1
2,Yonex_All_England_Open,2018-03-17,England,XD,4,0,43,Japan,China,"Yuta Watanabe, Arisa Higashino",,"Zhang Nan, Li Yin Hui",8.0,21,14,21.0,18.0,,,42,32,2,0,2,0,6,4,1,2,1
3,Blibli_Indonesia_Open,2018-07-06,Indonesia,XD,4,0,33,Indonesia,China,"Tontowi Ahmad, Liliyana Natsir",1.0,"Zhang Nan, Li Yin Hui",5.0,21,17,21.0,14.0,,,42,31,2,0,3,0,10,5,4,0,1
4,Yonex_All_England_Open,2018-03-16,England,WD,6,0,80,Japan,China,"Shiho Tanaka, Koharu Yonemoto",5.0,"Chen Qing Chen, Jia Yi Fan",1.0,14,21,21.0,17.0,21.0,15.0,56,53,2,1,3,1,7,6,4,2,1
5,Yonex_All_England_Open,2018-03-15,England,WD,4,0,39,Japan,Indonesia,"Misaki Matsutomo, Ayaka Takahashi",2.0,"Della Destiara Haris, Rizki Amelia Pradipta",,21,12,21.0,14.0,,,42,26,2,0,3,0,7,5,6,0,1
6,Blibli_Indonesia_Open,2018-07-05,Indonesia,XD,4,0,40,Indonesia,Thailand,"Ricky Karandasuwardi, Debby Susanto",,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",,21,14,21.0,19.0,,,42,33,2,0,3,0,4,5,1,1,1
7,Blibli_Indonesia_Open,2018-07-04,Indonesia,XD,4,0,37,Chinesetaipei,Indonesia,"Wang Chi-Lin, Lee Chia Hsin",,"Riky Widianto, Masita Mahmudin",,21,12,26.0,24.0,,,47,36,2,0,4,3,6,4,1,0,1
8,Blibli_Indonesia_Open,2018-07-03,Indonesia,WS,4,0,35,Thailand,Indonesia,Ratchanok Intanon,4.0,Fitriani Fitriani,,21,8,21.0,16.0,,,42,24,2,0,5,0,9,3,8,0,1
9,Yonex_All_England_Open,2018-03-14,England,WS,6,0,67,Canada,Thailand,Michelle Li,,Ratchanok Intanon,3.0,21,15,14.0,21.0,21.0,19.0,56,55,2,1,2,1,6,5,2,7,1
10,Yonex_All_England_Open,2018-03-18,England,WS,4,0,45,Chinesetaipei,Japan,Tai Tzu Ying,1.0,Akane Yamaguchi,2.0,22,20,21.0,13.0,,,43,33,2,0,2,1,4,4,12,12,1
11,Blibli_Indonesia_Open,2018-07-06,Indonesia,MD,4,0,29,Chinesetaipei,Indonesia,"Liao Min Chun, Su Ching Heng",,"Berry Angriawan, Hardianto Hardianto",,21,13,21.0,8.0,,,42,21,2,0,3,0,9,3,2,1,1
12,Blibli_Indonesia_Open,2018-07-07,Indonesia,WS,6,0,83,China,Korea,Chen Yu Fei,5.0,Sung Jihyun,7.0,21,23,21.0,18.0,23.0,21.0,65,62,2,1,4,3,8,4,10,1,1
13,Yonex_All_England_Open,2018-03-17,England,MD,4,0,38,Indonesia,Denmark,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Mads Conrad-Petersen, Mads Pieler Kolding",6.0,21,11,21.0,19.0,,,42,30,2,0,3,0,5,5,6,2,1
14,Yonex_All_England_Open,2018-03-16,England,WS,4,0,32,Chinesetaipei,Japan,Tai Tzu Ying,1.0,Aya Ohori,,21,12,21.0,13.0,,,42,25,2,0,3,0,5,5,10,2,1
15,Yonex_All_England_Open,2018-03-18,England,MS,6,0,75,China,China,Shi Yu Qi,7.0,Lin Dan,6.0,21,19,16.0,21.0,21.0,9.0,58,49,2,1,3,1,7,3,5,2,1
16,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,6,0,59,Japan,Denmark,Kanta Tsuneyama,,Jan O Jorgensen,,12,21,21.0,17.0,21.0,6.0,54,44,2,1,3,1,9,5,2,0,1
17,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,6,0,68,Indonesia,Thailand,Tommy Sugiarto,,Khosit Phetpradab,,20,22,21.0,10.0,21.0,16.0,62,48,2,1,7,1,7,5,2,0,1
18,Yonex_All_England_Open,2018-03-15,England,XD,4,0,33,Indonesia,England,"Praveen Jordan, Debby Susanto",4.0,"Marcus Ellis, Lauren Smith",,21,12,21.0,17.0,,,42,29,2,0,7,0,6,5,1,0,1
19,Blibli_Indonesia_Open,2018-07-05,Indonesia,WD,4,0,33,Korea,Indonesia,"Lee So Hee, Shin Seung Chan",6.0,"Dian Fitriani, Nadya Melati",,21,12,21.0,10.0,,,42,22,2,0,3,0,6,4,1,1,1
20,Blibli_Indonesia_Open,2018-07-07,Indonesia,XD,4,0,30,Indonesia,Indonesia,"Tontowi Ahmad, Liliyana Natsir",1.0,"Hafiz Faizal, Gloria Emanuelle Widjaja",,21,18,21.0,8.0,,,42,26,2,0,3,0,6,3,2,1,1
21,Blibli_Indonesia_Open,2018-07-06,Indonesia,WD,4,0,50,Japan,Indonesia,"Yuki Fukushima, Sayaka Hirota",2.0,"Greysia Polii, Apriyani Rahayu",7.0,21,14,22.0,20.0,,,43,34,2,0,4,3,5,3,8,4,1
22,Yonex_All_England_Open,2018-03-17,England,WD,4,0,42,Denmark,Japan,"Kamilla Rytter Juhl, Christinna Pedersen",3.0,"Mayu Matsumoto, Wakana Nagahara",,21,15,22.0,20.0,,,43,35,2,0,5,0,5,4,1,1,1
23,Yonex_All_England_Open,2018-03-16,England,MD,4,0,30,Indonesia,Chinesetaipei,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Chen Hung Ling, Wang Chi-Lin",7.0,21,15,21.0,13.0,,,42,28,2,0,4,0,4,4,5,0,1
24,Yonex_All_England_Open,2018-03-18,England,WD,4,0,60,Denmark,Japan,"Kamilla Rytter Juhl, Christinna Pedersen",3.0,"Yuki Fukushima, Sayaka Hirota",4.0,21,19,21.0,18.0,,,42,37,2,0,2,0,4,3,2,2,1
25,Yonex_All_England_Open,2018-03-14,England,WD,4,0,48,Bulgaria,Indonesia,"Gabriela Stoeva, Stefani Stoeva",,"Greysia Polii, Apriyani Rahayu",6.0,21,11,21.0,19.0,,,42,30,2,0,2,0,5,6,1,4,1
26,Yonex_All_England_Open,2018-03-17,England,MS,4,0,45,China,Korea,Shi Yu Qi,7.0,Son Wan Ho,5.0,21,17,21.0,14.0,,,42,31,2,0,3,0,7,4,6,4,1
27,Blibli_Indonesia_Open,2018-07-07,Indonesia,WS,4,0,31,Chinesetaipei,China,Tai Tzu Ying,1.0,He Bing Jiao,8.0,21,13,21.0,18.0,,,42,31,2,0,2,0,4,3,16,4,1
28,Blibli_Indonesia_Open,2018-07-06,Indonesia,MS,4,0,38,Japan,Indonesia,Kento Momota,,Tommy Sugiarto,,21,11,21.0,15.0,,,42,26,2,0,4,0,6,4,9,3,1
29,Blibli_Indonesia_Open,2018-07-03,Indonesia,WS,4,0,43,Japan,Thailand,Akane Yamaguchi,2.0,Nitchaon Jindapol,,21,15,21.0,19.0,,,42,34,2,0,2,0,4,3,6,0,1
30,Yonex_All_England_Open,2018-03-15,England,WS,6,0,66,India,Thailand,Pusarla V. Sindhu,4.0,Nitchaon Jindapol,,21,13,13.0,21.0,21.0,18.0,55,52,2,1,3,1,6,7,5,2,1
31,Yonex_All_England_Open,2018-03-18,England,MD,4,0,42,Indonesia,Denmark,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Mathias Boe, Carsten Mogensen",2.0,21,18,21.0,17.0,,,42,35,2,0,2,0,4,4,5,4,1
32,Blibli_Indonesia_Open,2018-07-05,Indonesia,XD,4,0,38,Indonesia,Japan,"Tontowi Ahmad, Liliyana Natsir",1.0,"Yugo Kobayashi, Misaki Matsutomo",,23,21,21.0,19.0,,,44,40,2,0,9,0,6,4,1,0,1
33,Yonex_All_England_Open,2018-03-16,England,XD,4,0,45,Denmark,Indonesia,"Mathias Christiansen, Christinna Pedersen",6.0,"Praveen Jordan, Debby Susanto",4.0,21,16,21.0,15.0,,,42,31,2,0,2,0,4,4,1,0,1
34,Blibli_Indonesia_Open,2018-07-04,Indonesia,MD,6,0,62,Indonesia,China,"Ricky Karandasuwardi, Angga Pratama",,"He Ji Ting, Tan Qiang",,16,21,21.0,17.0,26.0,24.0,63,62,2,1,6,3,5,5,2,0,1
35,Blibli_Indonesia_Open,2018-07-07,Indonesia,MD,4,0,24,Indonesia,Indonesia,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Fajar Alfian, Muhammad Rian Ardianto",,21,13,21.0,10.0,,,42,23,2,0,4,0,6,2,6,4,1
36,Blibli_Indonesia_Open,2018-07-06,Indonesia,MD,6,0,65,Indonesia,Denmark,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Mads Conrad-Petersen, Mads Pieler Kolding",5.0,20,22,22.0,20.0,21.0,18.0,63,60,2,1,5,1,6,4,6,2,1
37,Yonex_All_England_Open,2018-03-17,England,WS,6,0,64,Chinesetaipei,China,Tai Tzu Ying,1.0,Chen Yu Fei,8.0,21,15,20.0,22.0,21.0,13.0,62,50,2,1,4,5,6,4,19,9,1
38,Blibli_Indonesia_Open,2018-07-08,Indonesia,WS,6,0,54,Chinesetaipei,China,Tai Tzu Ying,1.0,Chen Yu Fei,5.0,21,23,21.0,15.0,21.0,9.0,63,47,2,1,3,2,6,5,19,9,1
39,Blibli_Indonesia_Open,2018-07-07,Indonesia,XD,4,0,36,Malaysia,China,"Chan Peng Soon, Goh Liu Ying",,"Zheng Si Wei, Huang Ya Qiong",4.0,21,18,21.0,16.0,,,42,34,2,0,2,0,4,4,1,3,1
40,Yonex_All_England_Open,2018-03-15,England,MD,4,0,47,China,Denmark,"Li Jun Hui, Liu Yu Chen",3.0,"Kim Astrup, Anders Skaarup Rasmussen",,21,17,21.0,17.0,,,42,34,2,0,7,0,10,5,9,1,1
41,Blibli_Indonesia_Open,2018-07-03,Indonesia,MD,6,0,58,Indonesia,China,"Berry Angriawan, Hardianto Hardianto",,"Han Cheng Kai, Zhou Hao Dong",,20,22,21.0,18.0,21.0,18.0,62,58,2,1,3,2,5,5,2,1,1
42,Yonex_All_England_Open,2018-03-16,England,WS,6,0,84,India,Japan,Pusarla V. Sindhu,4.0,Nozomi Okuhara,7.0,20,22,21.0,18.0,21.0,18.0,62,58,2,1,3,1,5,5,10,10,1
43,Yonex_All_England_Open,2018-03-14,England,WS,4,0,38,Chinesetaipei,India,Tai Tzu Ying,1.0,Saina Nehwal,,21,14,21.0,18.0,,,42,32,2,0,2,0,7,4,16,5,1
44,Blibli_Indonesia_Open,2018-07-06,Indonesia,WS,4,0,36,Korea,Thailand,Sung Jihyun,7.0,Ratchanok Intanon,4.0,21,12,21.0,12.0,,,42,24,2,0,5,0,8,3,10,13,1
45,Yonex_All_England_Open,2018-03-17,England,WS,6,0,80,Japan,India,Akane Yamaguchi,2.0,Pusarla V. Sindhu,4.0,19,21,21.0,19.0,21.0,18.0,61,58,2,1,3,2,7,6,11,15,1
46,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,4,0,49,Japan,Indonesia,Kento Momota,,Anthony Sinisuka Ginting,,21,14,21.0,15.0,,,42,29,2,0,4,0,7,8,11,5,1
47,Blibli_Indonesia_Open,2018-07-08,Indonesia,WD,6,0,56,Japan,Japan,"Yuki Fukushima, Sayaka Hirota",2.0,"Mayu Matsumoto, Wakana Nagahara",,21,14,16.0,21.0,21.0,14.0,58,49,2,1,2,4,3,8,7,8,1
48,Blibli_Indonesia_Open,2018-07-04,Indonesia,WS,4,0,34,Chinesetaipei,Japan,Tai Tzu Ying,1.0,Saena Kawakami,,21,11,23.0,21.0,,,44,32,2,0,3,1,5,4,4,0,1
49,Blibli_Indonesia_Open,2018-07-07,Indonesia,WD,4,0,39,Japan,China,"Mayu Matsumoto, Wakana Nagahara",,"Chen Qing Chen, Jia Yi Fan",1.0,21,13,21.0,18.0,,,42,31,2,0,3,0,7,5,2,12,1
50,Yonex_All_England_Open,2018-03-16,England,WS,4,0,52,Japan,Spain,Akane Yamaguchi,2.0,Carolina Marin,5.0,21,15,21.0,18.0,,,42,33,2,0,2,0,5,4,8,10,1
51,Blibli_Indonesia_Open,2018-07-06,Indonesia,MS,4,0,43,Malaysia,Thailand,Lee Chong Wei,7.0,Kantaphon Wangcharoen,,21,13,22.0,20.0,,,43,33,2,0,3,0,7,4,1,0,1
52,Blibli_Indonesia_Open,2018-07-08,Indonesia,MS,4,0,38,Japan,Denmark,Kento Momota,,Viktor Axelsen,1.0,21,14,21.0,9.0,,,42,23,2,0,2,0,6,3,14,5,1
53,Yonex_All_England_Open,2018-03-17,England,MS,6,0,61,China,China,Lin Dan,6.0,Huang Yu Xiang,,21,14,13.0,21.0,21.0,11.0,55,46,2,1,3,1,4,4,2,0,1
54,Yonex_All_England_Open,2018-03-15,England,MS,6,0,64,Malaysia,Korea,Lee Chong Wei,2.0,Lee Dong Keun,,21,6,13.0,21.0,21.0,18.0,55,45,2,1,2,1,7,7,4,0,1
55,Blibli_Indonesia_Open,2018-07-03,Indonesia,WS,4,0,25,Indonesia,Chinesetaipei,Gregoria Mariska Tunjung,,Lee Chia Hsin,,21,13,21.0,7.0,,,42,20,2,0,2,0,5,3,3,0,1
56,Blibli_Indonesia_Open,2018-07-07,Indonesia,MS,6,0,52,Denmark,China,Viktor Axelsen,1.0,Shi Yu Qi,3.0,18,21,21.0,14.0,21.0,11.0,60,46,2,1,3,1,5,4,10,3,1
57,Yonex_All_England_Open,2018-03-14,England,WD,4,0,37,Japan,India,"Misaki Matsutomo, Ayaka Takahashi",2.0,"Ashwini Ponnappa, Reddy Sikki",,21,14,21.0,13.0,,,42,27,2,0,2,0,5,4,8,0,1
58,Blibli_Indonesia_Open,2018-07-05,Indonesia,MD,4,0,32,Indonesia,Denmark,"Berry Angriawan, Hardianto Hardianto",,"Kim Astrup, Anders Skaarup Rasmussen",8.0,21,14,21.0,12.0,,,42,26,2,0,4,0,5,3,1,1,1
59,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,4,0,38,Indonesia,Netherlands,Anthony Sinisuka Ginting,,Mark Caljouw,,21,9,21.0,17.0,,,42,26,2,0,3,0,8,2,1,0,1
60,Blibli_Indonesia_Open,2018-07-08,Indonesia,XD,4,0,38,Indonesia,Malaysia,"Tontowi Ahmad, Liliyana Natsir",1.0,"Chan Peng Soon, Goh Liu Ying",,21,17,21.0,8.0,,,42,25,2,0,4,0,5,3,11,1,1
61,Yonex_All_England_Open,2018-03-17,England,WD,6,0,71,Japan,Japan,"Yuki Fukushima, Sayaka Hirota",4.0,"Shiho Tanaka, Koharu Yonemoto",5.0,16,21,21.0,10.0,21.0,12.0,58,43,2,1,3,1,5,6,6,2,1
62,Blibli_Indonesia_Open,2018-07-06,Indonesia,WS,4,0,37,China,India,He Bing Jiao,8.0,Pusarla V. Sindhu,3.0,21,14,21.0,15.0,,,42,29,2,0,7,0,6,4,12,10,1
63,Yonex_All_England_Open,2018-03-16,England,XD,6,0,55,Japan,England,"Yuta Watanabe, Arisa Higashino",,"Chris Adcock, Gabrielle Adcock",7.0,18,21,21.0,15.0,21.0,15.0,60,51,2,1,2,1,6,5,4,1,1
64,Blibli_Indonesia_Open,2018-07-07,Indonesia,WD,6,0,69,Japan,Japan,"Yuki Fukushima, Sayaka Hirota",2.0,"Misaki Matsutomo, Ayaka Takahashi",5.0,25,23,12.0,21.0,21.0,13.0,58,57,2,1,3,4,5,10,7,4,1
65,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,6,0,86,France,China,Brice Leverdez,,Chen Long,5.0,17,21,22.0,20.0,21.0,19.0,60,60,2,1,2,2,10,8,1,6,1
66,Yonex_All_England_Open,2018-03-15,England,XD,4,0,44,England,Korea,"Chris Adcock, Gabrielle Adcock",7.0,"Seo Seung Jae, Kim Ha Na",,23,21,23.0,21.0,,,46,42,2,0,4,3,5,4,1,0,1
67,Yonex_All_England_Open,2018-03-17,England,XD,6,0,69,China,Denmark,"Zheng Si Wei, Huang Ya Qiong",5.0,"Mathias Christiansen, Christinna Pedersen",6.0,18,21,21.0,14.0,21.0,19.0,60,54,2,1,3,1,4,5,3,0,1
68,Blibli_Indonesia_Open,2018-07-08,Indonesia,MD,4,0,31,Indonesia,Japan,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Takuto Inoue, Yuki Kaneko",7.0,21,13,21.0,16.0,,,42,29,2,0,4,0,5,5,8,0,1
69,Yonex_All_England_Open,2018-03-16,England,MS,4,0,52,China,Malaysia,Lin Dan,6.0,Lee Chong Wei,2.0,21,16,21.0,17.0,,,42,33,2,0,2,0,6,4,13,6,1
70,Blibli_Indonesia_Open,2018-07-06,Indonesia,MS,4,0,34,Denmark,Japan,Viktor Axelsen,1.0,Kanta Tsuneyama,,21,11,21.0,10.0,,,42,21,2,0,2,0,6,2,6,1,1
71,Blibli_Indonesia_Open,2018-07-04,Indonesia,XD,6,0,72,Denmark,Indonesia,"Joachim Fischer Nielsen, Alexandra Bøje",,"Ronald Ronald, Annisa Saufika",,17,21,21.0,16.0,24.0,22.0,62,59,2,1,5,3,6,6,1,0,1
72,Blibli_Indonesia_Open,2018-07-05,Indonesia,WS,6,0,61,Thailand,Indonesia,Ratchanok Intanon,4.0,Gregoria Mariska Tunjung,,21,11,17.0,21.0,21.0,14.0,59,46,2,1,3,1,5,4,9,2,1
73,Blibli_Indonesia_Open,2018-07-07,Indonesia,MS,4,0,52,Japan,Malaysia,Kento Momota,,Lee Chong Wei,7.0,23,21,21.0,12.0,,,44,33,2,0,7,1,8,4,2,2,1
74,Yonex_All_England_Open,2018-03-14,England,MS,6,0,58,India,France,Kidambi Srikanth,3.0,Brice Leverdez,,7,21,21.0,14.0,22.0,20.0,50,55,2,1,2,2,4,6,5,1,1
75,Yonex_All_England_Open,2018-03-17,England,MD,4,0,51,Denmark,Japan,"Mathias Boe, Carsten Mogensen",2.0,"Hiroyuki Endo, Yuta Watanabe",,21,17,21.0,17.0,,,42,34,2,0,4,0,5,3,1,0,1
76,Yonex_All_England_Open,2018-03-15,England,WS,4,0,38,Chinesetaipei,Thailand,Tai Tzu Ying,1.0,Busanan Ongbamrungphan,,21,15,21.0,11.0,,,42,26,2,0,2,0,9,4,17,4,1
77,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,6,0,60,India,China,Prannoy H. S.,8.0,Lin Dan,,21,15,9.0,21.0,21.0,14.0,51,50,2,1,3,2,5,8,3,2,1
78,Victor_China_Open,2018-09-18,China,XD,4,0,30,China,Chinesetaipei,"He Ji Ting, Du Yue",,"Lee Yang, Hsu Ya Ching",,21,16,21.0,11.0,,,42,27,2,0,2,0,7,4,2,0,1
79,Yonex_All_England_Open,2018-03-16,England,MD,4,0,43,Denmark,Malaysia,"Mathias Boe, Carsten Mogensen",2.0,"Goh V Shem, Tan Wee Kiong",,22,20,21.0,11.0,,,43,31,2,0,3,0,6,4,3,3,1
80,Blibli_Indonesia_Open,2018-07-06,Indonesia,WS,4,0,31,Chinesetaipei,Scotland,Tai Tzu Ying,1.0,Kirsty Gilmour,,21,16,21.0,11.0,,,42,27,2,0,3,0,5,3,5,0,1
81,Blibli_Indonesia_Open,2018-07-04,Indonesia,MD,6,0,60,Indonesia,Japan,"Fajar Alfian, Muhammad Rian Ardianto",,"Takeshi Kamura, Keigo Sonoda",6.0,21,18,14.0,21.0,21.0,18.0,56,57,2,1,6,1,4,4,5,6,1
82,Blibli_Indonesia_Open,2018-07-05,Indonesia,MD,4,0,27,Indonesia,Malaysia,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Ong Yew Sin, Teo Ee Yi",,21,18,21.0,12.0,,,42,30,2,0,4,0,5,4,7,0,1
83,Victor_China_Open,2018-09-19,China,XD,6,0,63,India,England,"Satwiksairaj Rankireddy, Ashwini Ponnappa",,"Marcus Ellis, Lauren Smith",,21,13,20.0,22.0,21.0,17.0,62,52,2,1,3,5,4,5,1,2,1
84,Victor_China_Open,2018-09-20,China,MD,4,0,24,Indonesia,Thailand,"Marcus Fernaldi Gideon, Kevin Sanjaya Sukamuljo",1.0,"Tinn Isriyanet, Kittisak Namdash",,21,13,21.0,13.0,,,42,26,2,0,2,0,4,3,3,0,1
85,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,4,0,35,Chinesetaipei,India,Wang Tzu Wei,,Sai Praneeth B.,,21,10,21.0,13.0,,,42,23,2,0,3,0,9,4,4,0,1
86,Yonex_All_England_Open,2018-03-15,England,MS,4,0,45,Japan,Hongkong,Kenta Nishimoto,,Ng Ka Long Angus,,21,12,21.0,15.0,,,42,27,2,0,4,0,8,3,7,3,1
87,Blibli_Indonesia_Open,2018-07-06,Indonesia,WD,6,0,77,Japan,China,"Misaki Matsutomo, Ayaka Takahashi",5.0,"Huang Dong Ping, Li Wen Mei",,13,21,21.0,12.0,21.0,19.0,55,52,2,1,2,2,5,4,2,0,1
88,Yonex_All_England_Open,2018-03-14,England,MS,4,0,46,China,Denmark,Lin Dan,6.0,Hans-Kristian Solberg Vittinghus,,21,19,21.0,16.0,,,42,35,2,0,4,0,7,4,5,1,1
89,Yonex_All_England_Open,2018-03-16,England,WD,4,0,45,Denmark,Korea,"Kamilla Rytter Juhl, Christinna Pedersen",3.0,"Lee So Hee, Shin Seung Chan",7.0,21,15,21.0,14.0,,,42,29,2,0,3,0,3,3,2,0,1
90,Victor_China_Open,2018-09-18,China,XD,4,0,22,Indonesia,Japan,"Tontowi Ahmad, Liliyana Natsir",3.0,"Yuki Kaneko, Misaki Matsutomo",,21,7,21.0,16.0,,,42,23,2,0,4,0,11,4,1,0,1
91,Blibli_Indonesia_Open,2018-07-04,Indonesia,MD,4,0,37,Denmark,Chinesetaipei,"Mads Conrad-Petersen, Mads Pieler Kolding",5.0,"Chen Hung Ling, Wang Chi-Lin",,21,19,21.0,13.0,,,42,32,2,0,4,0,6,3,2,0,1
92,Blibli_Indonesia_Open,2018-07-05,Indonesia,WS,4,0,41,China,India,Chen Yu Fei,5.0,Saina Nehwal,,21,18,21.0,15.0,,,42,33,2,0,5,0,6,5,4,1,1
93,Victor_China_Open,2018-09-19,China,WD,4,0,32,China,Japan,"Tang Jin Hua, Yu Xiao Han",,"Naoko Fukuman, Kurumi Yonao",,21,11,21.0,10.0,,,42,21,2,0,2,0,7,4,1,0,1
94,Blibli_Indonesia_Open,2018-07-06,Indonesia,MD,4,0,33,Japan,Russia,"Takuto Inoue, Yuki Kaneko",7.0,"Vladimir Ivanov, Ivan Sozonov",,21,17,21.0,19.0,,,42,36,2,0,4,0,4,5,4,2,1
95,Blibli_Indonesia_Open,2018-07-03,Indonesia,WD,4,0,35,Malaysia,Indonesia,"Vivian Hoo, Yap Cheng Wen",,"Yulfira Barkah, Nitya Krishinda Maheswari",,21,18,21.0,19.0,,,42,37,2,0,5,0,5,4,1,0,1
96,Yonex_All_England_Open,2018-03-16,England,WS,4,0,44,China,Denmark,Chen Yu Fei,8.0,Mia Blichfeldt,,21,17,21.0,12.0,,,42,29,2,0,3,0,6,4,9,1,1
97,Victor_China_Open,2018-09-20,China,XD,6,0,63,Hongkong,Malaysia,"Tang Chun Man, Tse Ying Suet",4.0,"Tan Kian Meng, Lai Pei Jing",,19,21,21.0,16.0,24.0,22.0,64,59,2,1,4,4,5,6,7,3,1
98,Victor_China_Open,2018-09-18,China,MS,6,0,51,Korea,Hongkong,Son Wan Ho,4.0,Lee Cheuk Yiu,,19,21,21.0,5.0,21.0,13.0,61,39,2,1,2,2,12,5,4,0,1
99,Yonex_All_England_Open,2018-03-15,England,WD,6,0,86,Denmark,China,"Kamilla Rytter Juhl, Christinna Pedersen",3.0,"Du Yue, Li Yin Hui",,24,22,22.0,24.0,21.0,16.0,67,62,2,1,3,6,4,4,1,0,1
100,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,6,0,60,Japan,India,Kento Momota,,Kidambi Srikanth,4.0,12,21,21.0,14.0,21.0,15.0,54,50,2,1,3,3,4,8,16,4,1
101,Blibli_Indonesia_Open,2018-07-05,Indonesia,WD,4,0,44,Japan,Malaysia,"Yuki Fukushima, Sayaka Hirota",2.0,"Vivian Hoo, Yap Cheng Wen",,21,19,23.0,21.0,,,44,40,2,0,5,0,5,3,2,0,1
102,Blibli_Indonesia_Open,2018-07-06,Indonesia,WS,4,0,34,China,Japan,Chen Yu Fei,5.0,Akane Yamaguchi,2.0,23,21,21.0,8.0,,,44,29,2,0,4,0,7,4,11,21,1
103,Yonex_All_England_Open,2018-03-14,England,MD,4,0,34,Denmark,Korea,"Mathias Boe, Carsten Mogensen",2.0,"Chung Eui Seok, Kim Dukyoung",,21,17,21.0,9.0,,,42,26,2,0,3,0,8,3,1,0,1
104,Victor_China_Open,2018-09-19,China,MS,4,0,42,China,Indonesia,Shi Yu Qi,2.0,Tommy Sugiarto,,23,21,21.0,13.0,,,44,34,2,0,2,3,5,3,3,1,1
105,Yonex_All_England_Open,2018-03-16,England,MD,4,0,42,Japan,Chinesetaipei,"Hiroyuki Endo, Yuta Watanabe",,"Liao Min Chun, Su Ching Heng",,21,14,21.0,19.0,,,42,33,2,0,3,0,4,3,2,3,1
106,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,4,0,39,Japan,Thailand,Kazumasa Sakai,,Tanongsak Saensomboonsuk,,21,17,21.0,13.0,,,42,30,2,0,2,0,4,4,1,1,1
107,Victor_China_Open,2018-09-20,China,MD,4,0,27,China,Indonesia,"Huang Kai Xiang, Wang Yi Lyu",,"Mohammad Ahsan, Hendra Setiawan",,21,11,21.0,12.0,,,42,23,2,0,4,0,6,3,1,1,1
108,Blibli_Indonesia_Open,2018-07-04,Indonesia,WS,6,0,64,India,Thailand,Pusarla V. Sindhu,3.0,Pornpawee Chochuwong,,21,15,19.0,21.0,21.0,13.0,61,49,2,1,3,1,7,6,6,4,1
109,Victor_China_Open,2018-09-18,China,XD,6,0,51,China,Netherlands,"Zhang Nan, Li Yin Hui",5.0,"Robin Tabeling, Cheryl Seinen",,21,13,20.0,22.0,21.0,14.0,62,49,2,1,3,2,6,3,1,0,1
110,Blibli_Indonesia_Open,2018-07-06,Indonesia,WD,4,0,36,Japan,Chinesetaipei,"Mayu Matsumoto, Wakana Nagahara",,"Hsu Ya Ching, Wu Ti Jung",,21,17,21.0,19.0,,,42,36,2,0,6,0,6,4,3,0,1
111,Yonex_All_England_Open,2018-03-15,England,MD,6,0,66,Malaysia,England,"Goh V Shem, Tan Wee Kiong",,"Marcus Ellis, Chris Langridge",,16,21,23.0,21.0,21.0,12.0,60,54,2,1,4,2,6,6,6,1,1
