,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team One Nationalities,Team Two Nationalities,Player 1 Team 1 Name,Player 2 Team 1 Name,Team 1 Seed,Player 1 Team 2 Name,Player 2 Team 2 Name,Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Match Winner
155,Victor_China_Open,2019-09-19,China,XD,6,0,65,Indonesia,Malaysia,Tontowi Ahmad,Winny Oktavina Kandow,0,Chan Peng Soon,Goh Liu Ying,5,17,21,23,21,21,18,61,60,2,1,4,3,4,5,2,1,1
156,Yonex_All_England_Open,2020-03-12,England,XD,4,0,38,England,Japan,Marcus Ellis,Lauren Smith,0,Yuta Watanabe,Arisa Higashino,4,21,15,21,10,0,0,42,25,2,0,0,0,0,0,1,2,1
157,Blibli_Indonesia_Open,2019-07-17,Indonesia,XD,6,0,59,Thailand,Thailand,Nipitphon Phuangphuapet,Savitree Amitrapai,0,Dechapol Puavaranukroh,Sapsiree Taerattanachai,4,13,21,21,19,21,19,55,59,2,1,3,2,5,4,1,1,1
158,Yonex_All_England_Open,2020-03-13,England,XD,6,0,84,England,Hongkong,Marcus Ellis,Lauren Smith,0,Tang Chun Man,Tse Ying Suet,0,24,26,22,20,21,11,67,57,2,1,0,0,0,0,1,7,1
159,Blibli_Indonesia_Open,2019-07-17,Indonesia,XD,6,0,49,China,Indonesia,Ou Xuan Yi,Feng Xue Ying,0,Alfian Eko Prasetya,Marsheilla Gischa Islami,0,21,14,7,21,21,19,49,54,2,1,2,1,4,7,1,0,1
160,Blibli_Indonesia_Open,2019-07-18,Indonesia,XD,4,0,42,England,Germany,Marcus Ellis,Lauren Smith,0,Mark Lamsfuss,Isabel Lohau,0,21,18,21,18,0,0,42,36,2,0,4,0,5,3,7,3,1
161,Victor_China_Open,2019-09-17,China,XD,6,0,63,Japan,Hongkong,Yuta Watanabe,Arisa Higashino,3,Tang Chun Man,Tse Ying Suet,0,17,21,21,17,21,14,59,52,2,1,5,1,5,5,17,2,1
162,Yonex_All_England_Open,2019-03-06,England,XD,2,1,4,Japan,Denmark,Kohei Gondo,Ayane Kurihara,0,Niclas Nohr,Sara Thygesen,0,7,3,0,0,0,0,7,3,1,0,0,0,5,1,1,0,1
163,Victor_China_Open,2019-09-18,China,XD,6,0,55,Malaysia,Thailand,Goh Soon Huat,Lai Shevon Jemie,0,Nipitphon Phuangphuapet,Savitree Amitrapai,0,21,16,19,21,21,18,61,55,2,1,3,1,8,6,1,0,1
164,Yonex_All_England_Open,2020-03-12,England,XD,6,0,51,Hongkong,Indonesia,Tang Chun Man,Tse Ying Suet,0,Rinov Rivaldy,Pitha Haningtyas Mentari,0,19,21,21,12,21,13,61,46,2,1,0,0,0,0,3,1,1
165,Blibli_Indonesia_Open,2019-07-17,Indonesia,XD,4,0,29,Malaysia,Japan,Goh Soon Huat,Lai Shevon Jemie,0,Kohei Gondo,Ayane Kurihara,0,21,12,21,8,0,0,42,20,2,0,2,0,10,3,2,0,1
166,Yonex_All_England_Open,2018-03-14,England,XD,4,0,23,Indonesia,Russia,Tontowi Ahmad,Liliyana Natsir,1,Evgenij Dremin,Evgenia Dimova,0,21,10,21,12,0,0,42,22,2,0,3,0,7,3,1,0,1
167,Victor_China_Open,2019-09-19,China,XD,6,0,48,Thailand,Germany,Dechapol Puavaranukroh,Sapsiree Taerattanachai,4,Mark Lamsfuss,Isabel Lohau,0,19,21,21,10,21,11,61,42,2,1,3,2,7,5,9,1,1
168,Blibli_Indonesia_Open,2019-07-18,Indonesia,XD,4,0,33,China,India,Zheng Si Wei,Huang Ya Qiong,1,Pranaav Jerry Chopra,Reddy Sikki,0,21,14,21,11,0,0,42,25,2,0,3,0,4,3,6,0,1
169,Victor_China_Open,2019-09-18,China,XD,4,0,44,England,England,Marcus Ellis,Lauren Smith,8,Chris Adcock,Gabrielle Adcock,0,21,16,21,18,0,0,42,34,2,0,4,0,4,2,2,1,1
170,Yonex_All_England_Open,2020-03-11,England,XD,4,0,37,England,Japan,Marcus Ellis,Lauren Smith,0,Takuro Hoki,Wakana Nagahara,0,21,9,21,15,0,0,42,24,2,0,3,0,5,4,1,0,1
171,Yonex_All_England_Open,2018-03-14,England,XD,6,0,59,Chinesetaipei,China,Lu Ching Yao,Chiang Kai Hsin,0,Lu Kai,Cao Tong Wei,0,21,13,14,21,22,20,57,54,2,1,6,3,5,6,1,0,1
172,Yonex_All_England_Open,2020-03-14,England,XD,6,0,83,Thailand,Korea,Dechapol Puavaranukroh,Sapsiree Taerattanachai,3,Seo Seung Jae,Chae Yu Jung,6,21,18,17,21,21,19,59,58,2,1,0,0,0,0,10,10,1
173,Yonex_All_England_Open,2020-03-15,England,XD,6,0,62,Indonesia,Thailand,Praveen Jordan,Melati Daeva Oktavianti,5,Dechapol Puavaranukroh,Sapsiree Taerattanachai,3,21,15,17,21,21,8,59,44,2,1,0,0,0,0,4,8,1
174,Yonex_All_England_Open,2020-03-13,England,XD,6,0,71,Indonesia,China,Praveen Jordan,Melati Daeva Oktavianti,5,Wang Yi Lyu,Huang Dong Ping,2,15,21,21,19,21,19,57,59,2,1,0,0,0,0,2,7,1
175,Victor_China_Open,2019-09-19,China,XD,4,0,35,Korea,Indonesia,Seo Seung Jae,Chae Yu Jung,7,Rinov Rivaldy,Pitha Haningtyas Mentari,0,21,15,21,18,0,0,42,33,2,0,3,0,5,4,8,0,1
176,Victor_China_Open,2019-09-18,China,XD,4,0,31,Germany,India,Mark Lamsfuss,Isabel Lohau,0,Pranaav Jerry Chopra,Reddy Sikki,0,21,12,23,21,0,0,44,33,2,0,2,3,5,5,1,0,1
177,Yonex_All_England_Open,2021-03-17,England,XD,4,0,31,England,Ireland,Marcus Ellis,Lauren Smith,4,Paul Reynolds,Rachael Darragh,0,21,12,21,11,0,0,42,23,2,0,3,0,4,3,1,0,1
178,Yonex_All_England_Open,2020-03-13,England,XD,4,0,37,Thailand,Indonesia,Dechapol Puavaranukroh,Sapsiree Taerattanachai,3,Hafiz Faizal,Gloria Emanuelle Widjaja,8,21,17,21,11,0,0,42,28,2,0,0,0,0,0,6,0,1
179,Yonex_All_England_Open,2020-03-14,England,XD,6,0,68,Indonesia,England,Praveen Jordan,Melati Daeva Oktavianti,5,Marcus Ellis,Lauren Smith,0,21,15,21,23,21,11,63,49,2,1,0,0,0,0,4,0,1
180,Yonex_All_England_Open,2020-03-13,England,XD,4,0,36,Korea,Netherlands,Seo Seung Jae,Chae Yu Jung,6,Robin Tabeling,Selena Piek,0,21,16,21,19,0,0,42,35,2,0,0,0,0,0,7,3,1
181,Yonex_All_England_Open,2019-03-06,England,XD,4,0,30,Malaysia,Indonesia,Goh Soon Huat,Lai Shevon Jemie,0,Ronald Ronald,Annisa Saufika,0,21,16,21,11,0,0,42,27,2,0,2,0,6,4,1,0,1
182,Yonex_All_England_Open,2020-03-12,England,XD,4,0,35,Netherlands,China,Robin Tabeling,Selena Piek,0,Zheng Si Wei,Huang Ya Qiong,1,22,20,21,17,0,0,43,37,2,0,0,0,0,0,1,3,1
183,Victor_China_Open,2019-09-19,China,XD,4,0,34,China,China,Wang Yi Lyu,Huang Dong Ping,2,Lu Kai,Chen Lu,0,21,16,21,12,0,0,42,28,2,0,3,0,5,3,2,0,1
184,Yonex_All_England_Open,2020-03-11,England,XD,6,0,59,Indonesia,England,Hafiz Faizal,Gloria Emanuelle Widjaja,8,Chris Adcock,Gabrielle Adcock,0,21,19,17,21,21,12,59,52,2,1,2,2,5,7,3,1,1
185,Yonex_All_England_Open,2019-03-06,England,XD,4,0,35,China,Korea,Lu Kai,Chen Lu,0,Seo Seung Jae,Chae Yu Jung,0,21,18,21,18,0,0,42,36,2,0,4,0,4,4,1,1,1
186,Yonex_All_England_Open,2020-03-12,England,XD,4,0,38,Korea,Germany,Seo Seung Jae,Chae Yu Jung,6,Mark Lamsfuss,Isabel Lohau,0,21,18,21,15,0,0,42,33,2,0,0,0,0,0,3,0,1
187,Yonex_All_England_Open,2019-03-06,England,XD,4,0,26,Indonesia,Indonesia,Tontowi Ahmad,Winny Oktavina Kandow,0,Alfian Eko Prasetya,Marsheilla Gischa Islami,0,21,7,21,18,0,0,42,25,2,0,3,0,8,5,1,0,1
188,Yonex_All_England_Open,2018-03-14,England,XD,4,0,34,China,France,Zhang Nan,Li Yin Hui,8,Ronan Labar,Audrey Mittelheisser,0,21,17,21,16,0,0,42,33,2,0,3,0,6,3,1,0,1
189,Yonex_All_England_Open,2020-03-12,England,XD,4,0,33,Indonesia,France,Hafiz Faizal,Gloria Emanuelle Widjaja,8,Thom Gicquel,Delphine Delrue,0,21,15,21,12,0,0,42,27,2,0,0,0,0,0,1,1,1
190,Yonex_All_England_Open,2020-03-11,England,XD,4,0,33,Indonesia,Malaysia,Rinov Rivaldy,Pitha Haningtyas Mentari,0,Chan Peng Soon,Goh Liu Ying,7,21,16,21,11,0,0,42,27,2,0,2,0,6,5,1,2,1
191,Yonex_All_England_Open,2020-03-12,England,XD,4,0,29,Thailand,Chinesetaipei,Dechapol Puavaranukroh,Sapsiree Taerattanachai,3,Lee Jhe-Huei,Hsu Ya Ching,0,21,15,21,7,0,0,42,22,2,0,0,0,0,0,6,0,1
192,Yonex_All_England_Open,2021-03-18,England,XD,4,0,36,England,Denmark,Marcus Ellis,Lauren Smith,4,Rasmus Espersen,Christine Busch,0,21,19,21,13,0,0,42,32,2,0,0,0,0,0,1,0,1
193,Yonex_All_England_Open,2021-03-20,England,XD,4,0,42,Japan,Malaysia,Yuki Kaneko,Misaki Matsutomo,0,Chan Peng Soon,Goh Liu Ying,3,21,14,22,20,0,0,43,34,2,0,0,0,0,0,1,1,1
194,Yonex_All_England_Open,2021-03-19,England,XD,4,0,45,England,Denmark,Marcus Ellis,Lauren Smith,4,Mikkel Mikkelsen,Rikke Søby,0,22,20,21,19,0,0,43,39,2,0,0,0,0,0,2,1,1
195,Victor_China_Open,2019-09-18,China,XD,6,0,63,Indonesia,Russia,Tontowi Ahmad,Winny Oktavina Kandow,0,Rodion Alimov,Alina Davletova,0,21,13,16,21,26,24,63,58,2,1,6,3,6,3,1,0,1
196,Yonex_All_England_Open,2021-03-18,England,XD,4,0,34,Malaysia,England,Tan Kian Meng,Lai Pei Jing,6,Steven Stallwood,Annie Lado,0,21,15,21,15,0,0,42,30,2,0,0,0,0,0,1,0,1
197,Yonex_All_England_Open,2021-03-21,England,XD,4,0,40,Japan,Japan,Yuta Watanabe,Arisa Higashino,2,Yuki Kaneko,Misaki Matsutomo,0,21,14,21,13,0,0,42,27,2,0,0,0,0,0,5,1,1
198,Yonex_All_England_Open,2021-03-19,England,XD,6,0,66,Malaysia,France,Chan Peng Soon,Goh Liu Ying,3,Thom Gicquel,Delphine Delrue,7,17,21,21,18,22,20,60,59,2,1,0,0,0,0,4,0,1
199,Yonex_All_England_Open,2021-03-20,England,XD,4,0,39,Japan,England,Yuta Watanabe,Arisa Higashino,2,Marcus Ellis,Lauren Smith,4,21,10,21,18,0,0,42,28,2,0,0,0,0,0,2,1,1
200,Yonex_All_England_Open,2020-03-11,England,XD,6,0,51,China,India,Zheng Si Wei,Huang Ya Qiong,1,Pranaav Jerry Chopra,Reddy Sikki,0,21,13,11,21,21,17,53,51,2,1,3,1,5,5,6,0,1
201,Yonex_All_England_Open,2021-03-18,England,XD,4,0,44,Ireland,Malaysia,Sam Magee,Chloe Magee,0,Goh Soon Huat,Lai Shevon Jemie,5,21,19,21,16,0,0,42,35,2,0,0,0,0,0,1,2,1
202,Yonex_All_England_Open,2020-03-12,England,XD,6,0,56,Indonesia,Malaysia,Praveen Jordan,Melati Daeva Oktavianti,5,Tan Kian Meng,Lai Pei Jing,0,21,19,18,21,21,10,60,50,2,1,0,0,0,0,3,1,1
203,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,XD,4,0,46,Indonesia,France,Adnan Maulana,Mychelle Crhystine Bandaso,0,Thom Gicquel,Delphine Delrue,7,21,17,21,17,0,0,42,34,2,0,2,0,6,6,1,1,1
204,Yonex_All_England_Open,2020-03-12,England,XD,4,0,25,China,Chinesetaipei,Wang Yi Lyu,Huang Dong Ping,2,Yang Po-Hsuan,Hu Ling Fang,0,21,8,21,15,0,0,42,23,2,0,0,0,0,0,1,1,1
205,Yonex_All_England_Open,2020-03-11,England,XD,4,0,43,Japan,Korea,Yuta Watanabe,Arisa Higashino,4,Ko Sung Hyun,Eom Hye Won,0,23,21,21,14,0,0,44,35,2,0,5,3,4,4,5,0,1
206,Yonex_All_England_Open,2020-03-11,England,XD,4,0,34,Netherlands,Denmark,Robin Tabeling,Selena Piek,0,Mathias Christiansen,Alexandra Bøje,0,21,10,22,20,0,0,43,30,2,0,2,1,6,4,5,5,1
207,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,XD,6,0,63,Hongkong,Korea,Tang Chun Man,Tse Ying Suet,8,Seo Seung Jae,Kim Hye Jeong,0,21,12,19,21,21,19,61,52,2,1,4,1,4,5,1,0,1
208,Yonex_All_England_Open,2020-03-11,England,XD,4,0,30,Korea,Malaysia,Seo Seung Jae,Chae Yu Jung,6,Goh Soon Huat,Lai Shevon Jemie,0,21,12,21,13,0,0,42,25,2,0,4,0,7,4,4,1,1
209,Yonex_All_England_Open,2021-03-18,England,XD,4,0,23,Malaysia,Thailand,Chan Peng Soon,Goh Liu Ying,3,Nipitphon Phuangphuapet,Benyapa Aimsaard,0,21,9,21,8,0,0,42,17,2,0,0,0,0,0,2,0,1
210,Yonex_All_England_Open,2021-03-19,England,XD,4,0,32,Japan,Denmark,Yuki Kaneko,Misaki Matsutomo,0,Niclas Nohr,Amalie Magelund,0,21,15,21,10,0,0,42,25,2,0,0,0,0,0,1,0,1
211,Yonex_All_England_Open,2018-03-14,England,XD,4,0,34,England,Denmark,Marcus Ellis,Lauren Smith,0,Mikkel Mikkelsen,Mai Surrow,0,21,15,21,17,0,0,42,32,2,0,5,0,4,3,3,0,1
212,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,XD,4,0,41,Hongkong,Japan,Tang Chun Man,Tse Ying Suet,8,Kyohei Yamashita,Naru Shinoya,0,21,15,21,19,0,0,42,34,2,0,2,0,4,3,2,1,1
213,Yonex_All_England_Open,2021-03-19,England,XD,4,0,31,Japan,Malaysia,Yuta Watanabe,Arisa Higashino,2,Tan Kian Meng,Lai Pei Jing,6,21,17,21,9,0,0,42,26,2,0,0,0,0,0,8,2,1
214,Yonex_All_England_Open,2019-03-06,England,XD,4,0,22,China,Russia,Zheng Si Wei,Huang Ya Qiong,1,Evgenij Dremin,Evgenia Dimova,0,21,8,21,12,0,0,42,20,2,0,2,0,7,3,2,0,1
215,Yonex_All_England_Open,2021-03-17,England,XD,6,0,46,Germany,Israel,Patrick Volkmann,Franziska Volkmann,0,Misha Zilberman,Svetlana Zilberman,0,21,15,21,23,21,14,63,52,2,1,12,2,7,8,1,0,1
216,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,XD,4,0,32,Japan,Hongkong,Yuta Watanabe,Arisa Higashino,3,Tang Chun Man,Tse Ying Suet,8,21,17,21,8,0,0,42,25,2,0,4,0,8,3,17,2,1
217,Yonex_All_England_Open,2020-03-11,England,XD,4,0,26,Indonesia,Chinesetaipei,Praveen Jordan,Melati Daeva Oktavianti,5,Wang Chi-Lin,Cheng Chi Ya,0,21,9,21,18,0,0,42,27,2,0,5,0,6,6,4,0,1
218,Yonex_All_England_Open,2021-03-18,England,XD,4,0,29,Denmark,India,Niclas Nohr,Amalie Magelund,0,Dhruv Kapila,Jakkampudi Meghana,0,21,19,21,8,0,0,42,27,2,0,0,0,0,0,1,0,1
219,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,XD,4,0,27,Thailand,Korea,Dechapol Puavaranukroh,Sapsiree Taerattanachai,1,Kim Young Hyuk,Chae Yu Jung,0,21,10,21,7,0,0,42,17,2,0,3,0,6,2,1,0,1
220,Yonex_All_England_Open,2021-03-18,England,XD,6,0,61,France,Malaysia,Thom Gicquel,Delphine Delrue,7,Chen Tang Jie,Peck Yen Wei,0,21,19,20,22,21,14,62,55,2,1,0,0,0,0,3,0,1
221,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,XD,4,0,34,Malaysia,Germany,Chan Peng Soon,Goh Liu Ying,5,Jones Ralfy Jansen,Linda Efler,0,21,9,21,13,0,0,42,22,2,0,3,0,6,3,1,1,1
222,Yonex_All_England_Open,2019-03-06,England,XD,4,0,34,Ireland,Russia,Sam Magee,Chloe Magee,0,Rodion Alimov,Alina Davletova,0,21,18,21,14,0,0,42,32,2,0,6,0,4,4,3,1,1
223,Yonex_All_England_Open,2020-03-11,England,XD,4,0,32,Germany,China,Mark Lamsfuss,Isabel Lohau,0,Guo Xin Wa,Zhang Shu Xian,0,21,7,21,16,0,0,42,23,2,0,3,0,11,5,1,0,1
224,Yonex_All_England_Open,2021-03-18,England,XD,6,0,55,Japan,Ireland,Yuki Kaneko,Misaki Matsutomo,0,Sam Magee,Chloe Magee,0,21,16,19,21,21,13,61,50,2,1,0,0,0,0,2,0,1
225,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,XD,6,0,59,Denmark,Indonesia,Mathias Christiansen,Alexandra Bøje,0,Rinov Rivaldy,Pitha Haningtyas Mentari,0,21,14,13,21,21,16,55,51,2,1,4,1,5,4,2,3,1
226,Yonex_All_England_Open,2019-03-06,England,XD,4,0,34,England,Germany,Ben Lane,Jessica Pugh,0,Marvin Seidel,Linda Efler,0,21,13,21,16,0,0,42,29,2,0,3,0,6,3,1,2,1
227,Yonex_All_England_Open,2020-03-11,England,XD,4,0,29,Thailand,France,Dechapol Puavaranukroh,Sapsiree Taerattanachai,3,Ronan Labar,Anne Tran,0,21,12,21,11,0,0,42,23,2,0,3,0,9,2,1,0,1
228,Yonex_All_England_Open,2021-03-18,England,XD,4,0,35,Japan,India,Yuki Kaneko,Misaki Matsutomo,0,Satwiksairaj Rankireddy,Ashwini Ponnappa,0,21,19,21,9,0,0,42,28,2,0,0,0,0,0,2,0,1
229,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,XD,4,0,33,Thailand,Malaysia,Dechapol Puavaranukroh,Sapsiree Taerattanachai,1,Chen Tang Jie,Peck Yen Wei,0,21,15,21,14,0,0,42,29,2,0,4,0,6,6,4,0,1
230,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,XD,4,0,28,Japan,India,Kyohei Yamashita,Naru Shinoya,0,Dhruv Kapila,Reddy Sikki,0,21,7,21,12,0,0,42,19,2,0,2,0,8,4,1,0,1
231,Yonex_All_England_Open,2020-03-11,England,XD,4,0,29,Chinesetaipei,Denmark,Lee Jhe-Huei,Hsu Ya Ching,0,Mathias Bay-Smidt,Rikke Søby,0,21,19,21,9,0,0,42,28,2,0,3,0,4,3,1,0,1
232,Siminvest_Indonesia_Open_2021_New_,2021-11-27,Indonesia,XD,6,0,80,Thailand,Korea,Dechapol Puavaranukroh,Sapsiree Taerattanachai,1,Ko Sung Hyun,Eom Hye Won,0,21,17,18,21,21,14,60,52,2,1,4,3,4,5,4,0,1
233,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,XD,4,0,40,Korea,England,Ko Sung Hyun,Eom Hye Won,0,Marcus Ellis,Lauren Smith,4,21,13,21,13,0,0,42,26,2,0,3,0,4,3,4,0,1
234,Siminvest_Indonesia_Open_2021_New_,2021-11-27,Indonesia,XD,4,0,39,Japan,Denmark,Yuta Watanabe,Arisa Higashino,3,Mathias Christiansen,Alexandra Bøje,0,21,16,21,12,0,0,42,28,2,0,3,0,7,4,8,3,1
235,Yonex_All_England_Open,2020-03-11,England,XD,4,0,19,Chinesetaipei,Egypt,Yang Po-Hsuan,Hu Ling Fang,0,Adham Hatem Elgamal,Doha Hany,0,21,5,21,13,0,0,42,18,2,0,3,0,10,3,1,0,1
236,Yonex_All_England_Open,2021-03-17,England,XD,4,0,33,Denmark,India,Rasmus Espersen,Christine Busch,0,Pranaav Jerry Chopra,Reddy Sikki,0,21,15,21,17,0,0,42,32,2,0,0,0,0,0,1,0,1
237,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,XD,6,0,64,Denmark,Indonesia,Mathias Christiansen,Alexandra Bøje,0,Hafiz Faizal,Gloria Emanuelle Widjaja,6,14,21,21,11,21,18,56,50,2,1,3,1,9,4,1,0,1
238,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,XD,4,0,33,Japan,Hongkong,Yuta Watanabe,Arisa Higashino,3,Chang Tak Ching,Ng Wing Yung,0,21,17,21,12,0,0,42,29,2,0,2,0,6,4,2,0,1
239,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,XD,4,0,33,Thailand,Malaysia,Dechapol Puavaranukroh,Sapsiree Taerattanachai,1,Tan Kian Meng,Lai Pei Jing,0,21,10,21,11,0,0,42,21,2,0,2,0,9,6,9,3,1
240,Yonex_All_England_Open,2020-03-11,England,XD,4,0,33,China,Russia,Wang Yi Lyu,Huang Dong Ping,2,Rodion Alimov,Alina Davletova,0,21,15,21,18,0,0,42,33,2,0,2,0,6,5,2,0,1
241,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,XD,6,0,63,Malaysia,Japan,Chen Tang Jie,Peck Yen Wei,0,Yuki Kaneko,Misaki Matsutomo,0,19,21,21,18,21,15,61,54,2,1,2,2,6,5,1,1,1
242,Siminvest_Indonesia_Open_2021_New_,2021-11-26,Indonesia,XD,6,0,72,Korea,Malaysia,Ko Sung Hyun,Eom Hye Won,0,Chan Peng Soon,Goh Liu Ying,5,15,21,21,16,21,18,57,55,2,1,2,2,6,4,2,1,1
243,Siminvest_Indonesia_Open_2021_New_,2021-11-28,Indonesia,XD,4,0,41,Thailand,Japan,Dechapol Puavaranukroh,Sapsiree Taerattanachai,1,Yuta Watanabe,Arisa Higashino,3,21,12,21,13,0,0,42,25,2,0,3,0,6,4,5,10,1
244,Yonex_All_England_Open,2021-03-18,England,XD,4,0,38,Japan,Denmark,Yuta Watanabe,Arisa Higashino,2,Mathias Christiansen,Alexandra Bøje,0,21,16,21,19,0,0,42,35,2,0,0,0,0,0,8,3,1
245,Yonex_All_England_Open,2020-03-11,England,XD,4,0,29,Malaysia,Canada,Tan Kian Meng,Lai Pei Jing,0,Joshua Hurlburt-Yu,Josephine Wu,0,21,16,21,11,0,0,42,27,2,0,4,0,6,3,1,0,1
246,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,XD,2,1,0,Indonesia,Japan,Praveen Jordan,Melati Daeva Oktavianti,2,Yujiro Nishikawa,Saori Ozaki,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
247,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,XD,4,0,33,Malaysia,Indonesia,Chan Peng Soon,Goh Liu Ying,5,Zachariah Josiahno Sumanti,Hediana Julimarbela,0,21,12,21,17,0,0,42,29,2,0,4,0,6,3,1,0,1
248,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,XD,6,0,52,Germany,Thailand,Mark Lamsfuss,Isabel Lohau,0,Supak Jomkoh,Supissara Paewsampran,0,23,21,15,21,21,15,59,57,2,1,4,2,4,5,2,2,1
249,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,XD,6,0,57,Hongkong,Indonesia,Chang Tak Ching,Ng Wing Yung,0,Rehan Naufal Kusharjanto,Lisa Ayu Kusumawati,0,22,20,16,21,21,16,59,57,2,1,3,1,3,5,1,2,1
250,Siminvest_Indonesia_Open_2021_New_,2021-11-23,Indonesia,XD,4,0,42,Malaysia,Malaysia,Tan Kian Meng,Lai Pei Jing,0,Goh Soon Huat,Lai Shevon Jemie,0,22,20,21,17,0,0,43,37,2,0,3,2,8,3,3,6,1
251,Yonex_All_England_Open,2021-03-18,England,XD,4,0,29,Denmark,Germany,Mikkel Mikkelsen,Rikke Søby,0,Patrick Volkmann,Franziska Volkmann,0,21,9,21,19,0,0,42,28,2,0,0,0,0,0,1,0,1
252,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,XD,4,0,39,Indonesia,Newzealand,Hafiz Faizal,Gloria Emanuelle Widjaja,6,Oliver Leydon-Davis,Anona Pak,0,21,17,21,16,0,0,42,33,2,0,5,0,5,5,1,0,1
253,Siminvest_Indonesia_Open_2021_New_,2021-11-24,Indonesia,XD,6,0,58,Japan,India,Takuro Hoki,Nami Matsuyama,0,Reddy B. Sumeeth,Ashwini Ponnappa,0,22,24,21,12,21,19,64,55,2,1,3,3,6,4,1,0,1
254,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,XD,4,0,33,Malaysia,Indonesia,Tan Kian Meng,Lai Pei Jing,0,Adnan Maulana,Mychelle Crhystine Bandaso,0,21,8,21,16,0,0,42,24,2,0,3,0,5,4,4,0,1
255,Yonex_All_England_Open,2021-03-18,England,XD,6,0,63,Malaysia,Denmark,Chan Peng Soon,Goh Liu Ying,3,Mathias Thyrri,Mai Surrow,0,21,23,21,15,21,12,63,50,2,1,0,0,0,0,1,0,1
256,Siminvest_Indonesia_Open_2021_New_,2021-11-25,Indonesia,XD,6,0,50,Indonesia,Japan,Hafiz Faizal,Gloria Emanuelle Widjaja,6,Takuro Hoki,Nami Matsuyama,0,19,21,21,10,21,18,61,49,2,1,3,4,6,4,1,0,1
257,Yonex_All_England_Open,2021-03-18,England,XD,4,0,43,Thailand,France,Nipitphon Phuangphuapet,Benyapa Aimsaard,0,Eloi Adam,Margot Lambert,0,21,19,22,20,0,0,43,39,2,0,0,0,0,0,1,0,1
258,Yonex_All_England_Open,2019-03-06,England,XD,6,0,72,Japan,Denmark,Yuta Watanabe,Arisa Higashino,3,Mathias Christiansen,Christinna Pedersen,0,22,20,21,23,21,14,64,57,2,1,6,5,6,4,1,0,1
259,Yonex_All_England_Open,2022-03-18,England,XD,4,0,37,Thailand,France,Dechapol Puavaranukroh,Sapsiree Taerattanachai,1,Thom Gicquel,Delphine Delrue,8,21,18,21,11,0,0,42,29,2,0,3,0,8,3,5,2,1
260,Yonex_All_England_Open,2022-03-18,England,XD,4,0,47,China,Indonesia,Wang Yi Lyu,Huang Dong Ping,3,Praveen Jordan,Melati Daeva Oktavianti,5,25,23,21,19,0,0,46,42,2,0,6,2,4,5,7,2,1
261,Yonex_All_England_Open,2022-03-19,England,XD,4,0,45,Japan,Thailand,Yuta Watanabe,Arisa Higashino,4,Dechapol Puavaranukroh,Sapsiree Taerattanachai,1,21,14,21,15,0,0,42,29,2,0,2,0,4,3,10,5,1
262,Yonex_All_England_Open,2019-03-06,England,XD,6,0,54,Malaysia,Japan,Chan Peng Soon,Goh Liu Ying,5,Takuro Hoki,Wakana Nagahara,0,19,21,21,10,22,20,62,51,2,1,4,1,6,4,3,0,1
263,Yonex_All_England_Open,2022-03-17,England,XD,6,0,68,Japan,England,Yuki Kaneko,Misaki Matsutomo,0,Marcus Ellis,Lauren Smith,6,21,15,21,23,22,20,64,58,2,1,6,2,5,4,1,0,1
264,Yonex_All_England_Open,2022-03-19,England,XD,6,0,59,China,China,Wang Yi Lyu,Huang Dong Ping,3,Zheng Si Wei,Huang Ya Qiong,2,21,7,13,21,21,13,55,41,2,1,2,1,8,5,5,16,1
