Rank,Country/Territory,Name,Date,Points Accumulated
77,TPE,Chen Sheng Fa,2024-06-11,"4,660"
78,KOR,Kim Young Hyuk,2024-06-11,"4,440"
78,HKG,Lui Chun Wai,2024-06-11,"4,440"
78,HKG,Hung Kuei Chun,2024-06-11,"4,440"
81,SCO,Adam Hall,2024-06-11,"4,420"
81,NED,Ties Van Der Lecq,2024-06-11,"4,420"
81,BRA,Fabricio Farias,2024-06-11,"4,420"
81,ESP,Ruben Garcia,2024-06-11,"4,420"
85,MAS,Ting Shih Wee Owen,2024-06-11,"4,250"
87,BRA,Davi Silva,2024-06-11,"4,000"
88,TPE,Lu Chen,2024-06-11,"3,850"
88,JPN,Yuichi Shimogami,2024-06-11,"3,850"
88,CHN,Zhang Han Yu,2024-06-11,"3,850"
91,TPE,Lin Bing-Wei,2024-06-11,"3,780"
92,THA,Phuwanat Horbanluekit,2024-06-11,"3,510"
93,IND,Farogh Sanjay Aman,2024-06-11,"3,470"
94,IND,Nithin H.V.,2024-06-11,"3,400"
95,IND,Chayanit Joshi,2024-06-11,"3,240"
96,THA,Neuaduang Mangkornloi,2024-06-11,"3,100"
97,CHN,Ma Xi Xiang,2024-06-11,"3,030"
97,IND,Lokesh Viswanathan,2024-06-11,"3,030"
97,CHN,Shang Yi Chen,2024-06-11,"3,030"
97,INA,Marwan Faza,2024-06-11,"3,030"
101,ESP,Jacobo Fernandez,2024-06-11,"2,750"
1,CHN,Jiang Zhen Bang,2024-07-02,"60,740"
2,INA,Dejan Ferdinansyah,2024-07-02,"59,900"
3,THA,Dechapol Puavaranukroh,2024-07-02,"59,680"
4,MAS,Goh Soon Huat,2024-07-02,"55,920"
5,CHN,Zheng Si Wei,2024-07-02,"55,050"
6,SGP,Hee Yong Kai Terry,2024-07-02,"54,600"
7,KOR,Kim Won Ho,2024-07-02,"52,180"
8,INA,Rehan Naufal Kusharjanto,2024-07-02,"51,520"
9,NED,Robin Tabeling,2024-07-02,"49,590"
10,MAS,Chen Tang Jie,2024-07-02,"49,210"
11,MAS,Tan Kian Meng,2024-07-02,"48,940"
12,INA,Rinov Rivaldy,2024-07-02,"48,180"
13,DEN,Mads Vestergaard,2024-07-02,"41,960"
14,TPE,Yang Po-Hsuan,2024-07-02,"40,430"
15,JPN,Yuta Watanabe,2024-07-02,"39,960"
16,JPN,Hiroki Midorikawa,2024-07-02,"39,460"
17,THA,Ruttanapak Oupthong,2024-07-02,"37,830"
18,CHN,Feng Yan Zhe,2024-07-02,"37,710"
19,KOR,Seo Seung Jae,2024-07-02,"37,500"
20,HKG,Lee Chun Hei Reginald,2024-07-02,"36,960"
21,THA,Supak Jomkoh,2024-07-02,"36,630"
22,HKG,Tang Chun Man,2024-07-02,"36,600"
23,IND,Reddy B. Sumeeth,2024-07-02,"35,530"
24,JPN,Yuki Kaneko,2024-07-02,"34,680"
25,TPE,Ye Hong Wei,2024-07-02,"33,910"
26,TPE,Chang Ko-Chi,2024-07-02,"31,730"
27,CHN,Guo Xin Wa,2024-07-02,"29,360"
28,CHN,Cheng Xing,2024-07-02,"29,090"
29,DEN,Mathias Christiansen,2024-07-02,"26,850"
30,MAS,Hoo Pang Ron,2024-07-02,"26,190"
31,USA,Vinson Chiu,2024-07-02,"25,970"
32,INA,Adnan Maulana,2024-07-02,"24,890"
33,JPN,Kyohei Yamashita,2024-07-02,"24,420"
34,FRA,Thom Gicquel,2024-07-02,"23,500"
35,MAS,Choong Hon Jian,2024-07-02,"23,270"
36,IND,Sathish Kumar Karunakaran,2024-07-02,"21,570"
37,MAS,Chan Peng Soon,2024-07-02,"21,410"
38,INA,Jafar Hidayatullah,2024-07-02,"19,450"
39,ENG,Marcus Ellis,2024-07-02,"19,200"
40,MAS,Roy King Yap,2024-07-02,"18,510"
41,GER,Mark Lamsfuss,2024-07-02,"18,280"
42,DEN,Mathias Thyrri,2024-07-02,"17,000"
43,AUS,Kenneth Zhe Hooi Choo,2024-07-02,"16,760"
44,THA,Pakkapon Teeraratsakul,2024-07-02,"16,140"
45,DEN,Jesper Toft,2024-07-02,"15,280"
46,GER,Jan Colin Voelker,2024-07-02,"14,160"
47,TPE,Wu Hsuan-Yi,2024-07-02,"13,820"
48,ENG,Gregory Mairs,2024-07-02,"13,740"
49,IND,Ashith Surya,2024-07-02,"12,880"
50,CHN,Zhou Zhi Hong,2024-07-02,"12,690"
51,TPE,Chen Cheng Kuan,2024-07-02,"11,320"
52,CAN,Ty Alexander Lindeman,2024-07-02,"11,320"
53,TPE,Wei Chun Wei,2024-07-02,"11,150"
54,IND,Dhruv Kapila,2024-07-02,"11,020"
55,GER,Jones Ralfy Jansen,2024-07-02,"10,880"
56,ISR,Misha Zilberman,2024-07-02,"10,110"
57,TPE,Po Li-Wei,2024-07-02,"9,740"
58,JPN,Hiroki Nishi,2024-07-02,"9,350"
59,TPE,Chen Zhi Ray,2024-07-02,"9,280"
60,TPE,Lin Bing-Wei,2024-07-02,"9,220"
61,USA,Presley Smith,2024-07-02,"9,090"
62,UKR,Oleksii Titov,2024-07-02,"7,980"
63,HKG,Lui Chun Wai,2024-07-02,"7,470"
64,CHN,Cheng Xing,2024-07-02,"7,200"
65,IND,Dingku Singh Konthoujam,2024-07-02,"7,180"
66,BRA,Fabricio Farias,2024-07-02,"7,170"
67,BRA,Davi Silva,2024-07-02,"6,750"
67,GER,Malik Bourakkadi,2024-07-02,"6,750"
69,IND,Kona Tarun,2024-07-02,"6,470"
70,ALG,Koceila Mammeri,2024-07-02,"6,340"
71,TPE,Lu Chen,2024-07-02,"6,190"
72,IND,Rohan Kapoor,2024-07-02,"6,150"
73,DEN,Rasmus Espersen,2024-07-02,"6,090"
74,TPE,Cheng Kai Wen,2024-07-02,"5,960"
75,DEN,Jesper Toft,2024-07-02,"5,950"
76,IND,Venkat Gaurav Prasad,2024-07-02,"5,900"
77,KOR,Wang Chan,2024-07-02,"5,820"
78,GER,Patrick Volkmann,2024-07-02,"5,670"
79,TPE,Chiu Hsiang Chieh,2024-07-02,"5,580"
80,MAS,Wong Tien Ci,2024-07-02,"5,250"
81,INA,Amri Syahnawi,2024-07-02,"5,140"
82,IND,Nitin Kumar,2024-07-02,"5,100"
83,TPE,Ming Che Lu,2024-07-02,"4,970"
83,USA,Linden Wang,2024-07-02,"4,970"
85,AUS,Kai Chen Teoh,2024-07-02,"4,890"
86,KOR,Ko Sung Hyun,2024-07-02,"4,880"
87,CHN,Guo Xin Wa,2024-07-02,"4,680"
88,TPE,Chen Sheng Fa,2024-07-02,"4,660"
89,KOR,Kim Young Hyuk,2024-07-02,"4,440"
89,HKG,Hung Kuei Chun,2024-07-02,"4,440"
91,SCO,Adam Hall,2024-07-02,"4,420"
91,NED,Ties Van Der Lecq,2024-07-02,"4,420"
91,ESP,Ruben Garcia,2024-07-02,"4,420"
94,THA,Neuaduang Mangkornloi,2024-07-02,"4,390"
95,MAS,Ting Shih Wee Owen,2024-07-02,"4,250"
96,JPN,Yuichi Shimogami,2024-07-02,"3,850"
96,USA,Joshua Yuan,2024-07-02,"3,850"
96,TPE,Lu Chen,2024-07-02,"3,850"
96,SCO,Alexander Dunn,2024-07-02,"3,850"
96,CHN,Zhang Han Yu,2024-07-02,"3,850"
1,CHN,Jiang Zhen Bang,2024-07-09,"60,740"
2,INA,Dejan Ferdinansyah,2024-07-09,"60,450"
3,THA,Dechapol Puavaranukroh,2024-07-09,"59,680"
4,MAS,Goh Soon Huat,2024-07-09,"55,920"
5,CHN,Zheng Si Wei,2024-07-09,"55,050"
6,SGP,Hee Yong Kai Terry,2024-07-09,"54,600"
7,KOR,Kim Won Ho,2024-07-09,"52,180"
8,INA,Rehan Naufal Kusharjanto,2024-07-09,"51,520"
9,NED,Robin Tabeling,2024-07-09,"49,590"
10,MAS,Chen Tang Jie,2024-07-09,"49,210"
11,MAS,Tan Kian Meng,2024-07-09,"48,940"
12,INA,Rinov Rivaldy,2024-07-09,"48,180"
13,DEN,Mads Vestergaard,2024-07-09,"41,960"
14,TPE,Yang Po-Hsuan,2024-07-09,"40,430"
15,JPN,Yuta Watanabe,2024-07-09,"39,960"
16,JPN,Hiroki Midorikawa,2024-07-09,"39,460"
17,THA,Ruttanapak Oupthong,2024-07-09,"37,830"
18,CHN,Feng Yan Zhe,2024-07-09,"37,710"
19,KOR,Seo Seung Jae,2024-07-09,"37,500"
20,HKG,Lee Chun Hei Reginald,2024-07-09,"36,960"
21,THA,Supak Jomkoh,2024-07-09,"36,630"
22,HKG,Tang Chun Man,2024-07-09,"36,600"
23,IND,Reddy B. Sumeeth,2024-07-09,"35,530"
24,JPN,Yuki Kaneko,2024-07-09,"34,680"
25,DEN,Mathias Christiansen,2024-07-09,"34,650"
26,TPE,Ye Hong Wei,2024-07-09,"33,910"
27,TPE,Chang Ko-Chi,2024-07-09,"31,730"
28,CHN,Guo Xin Wa,2024-07-09,"29,360"
29,CHN,Cheng Xing,2024-07-09,"29,090"
30,USA,Vinson Chiu,2024-07-09,"28,190"
31,MAS,Hoo Pang Ron,2024-07-09,"26,190"
32,INA,Adnan Maulana,2024-07-09,"24,890"
33,JPN,Kyohei Yamashita,2024-07-09,"24,420"
34,FRA,Thom Gicquel,2024-07-09,"23,500"
35,MAS,Choong Hon Jian,2024-07-09,"23,270"
36,IND,Sathish Kumar Karunakaran,2024-07-09,"21,570"
37,MAS,Chan Peng Soon,2024-07-09,"21,410"
38,THA,Pakkapon Teeraratsakul,2024-07-09,"21,180"
39,INA,Jafar Hidayatullah,2024-07-09,"19,450"
40,ENG,Marcus Ellis,2024-07-09,"19,200"
41,MAS,Roy King Yap,2024-07-09,"18,510"
42,GER,Mark Lamsfuss,2024-07-09,"18,280"
43,GER,Jan Colin Voelker,2024-07-09,"17,760"
44,TPE,Chen Cheng Kuan,2024-07-09,"17,740"
45,DEN,Mathias Thyrri,2024-07-09,"17,000"
46,AUS,Kenneth Zhe Hooi Choo,2024-07-09,"16,760"
47,DEN,Jesper Toft,2024-07-09,"15,280"
48,DEN,Jesper Toft,2024-07-09,"15,150"
49,CHN,Zhou Zhi Hong,2024-07-09,"14,910"
50,GER,Jones Ralfy Jansen,2024-07-09,"14,480"
51,USA,Presley Smith,2024-07-09,"14,130"
52,TPE,Wu Hsuan-Yi,2024-07-09,"13,820"
53,ENG,Gregory Mairs,2024-07-09,"13,740"
54,IND,Ashith Surya,2024-07-09,"12,880"
55,ISR,Misha Zilberman,2024-07-09,"12,330"
56,TPE,Ming Che Lu,2024-07-09,"11,390"
57,CAN,Ty Alexander Lindeman,2024-07-09,"11,320"
58,TPE,Lu Chen,2024-07-09,"11,230"
59,TPE,Wei Chun Wei,2024-07-09,"11,150"
60,IND,Dhruv Kapila,2024-07-09,"11,020"
61,TPE,Po Li-Wei,2024-07-09,"9,740"
62,JPN,Hiroki Nishi,2024-07-09,"9,350"
63,TPE,Chen Zhi Ray,2024-07-09,"9,280"
64,TPE,Lin Bing-Wei,2024-07-09,"9,220"
65,IND,Kona Tarun,2024-07-09,"8,690"
66,UKR,Oleksii Titov,2024-07-09,"7,980"
67,HKG,Lui Chun Wai,2024-07-09,"7,470"
68,USA,Chen Zhi Yi,2024-07-09,"7,450"
68,SCO,Alexander Dunn,2024-07-09,"7,450"
70,CHN,Cheng Xing,2024-07-09,"7,200"
71,IND,Dingku Singh Konthoujam,2024-07-09,"7,180"
72,BRA,Fabricio Farias,2024-07-09,"7,170"
73,BRA,Davi Silva,2024-07-09,"6,750"
73,GER,Malik Bourakkadi,2024-07-09,"6,750"
75,TPE,Chang Ko-Chi,2024-07-09,"6,560"
76,ALG,Koceila Mammeri,2024-07-09,"6,340"
77,IND,Rohan Kapoor,2024-07-09,"6,150"
78,DEN,Rasmus Espersen,2024-07-09,"6,090"
79,TPE,Cheng Kai Wen,2024-07-09,"5,960"
80,IND,Venkat Gaurav Prasad,2024-07-09,"5,900"
81,KOR,Wang Chan,2024-07-09,"5,820"
82,GER,Patrick Volkmann,2024-07-09,"5,670"
83,TPE,Chiu Hsiang Chieh,2024-07-09,"5,580"
84,IND,Rohan Kapoor,2024-07-09,"5,270"
84,CAN,Jonathan Bing Tsan Lai,2024-07-09,"5,270"
86,TPE,Chiu Hsiang Chieh,2024-07-09,"5,250"
86,MAS,Wong Tien Ci,2024-07-09,"5,250"
88,INA,Amri Syahnawi,2024-07-09,"5,140"
89,IND,Nitin Kumar,2024-07-09,"5,100"
90,USA,Joshua Yuan,2024-07-09,"5,040"
91,USA,Linden Wang,2024-07-09,"4,970"
92,AUS,Kai Chen Teoh,2024-07-09,"4,890"
93,KOR,Ko Sung Hyun,2024-07-09,"4,880"
94,CHN,Guo Xin Wa,2024-07-09,"4,680"
95,TPE,Chen Sheng Fa,2024-07-09,"4,660"
96,KOR,Kim Young Hyuk,2024-07-09,"4,440"
96,HKG,Hung Kuei Chun,2024-07-09,"4,440"
98,SCO,Adam Hall,2024-07-09,"4,420"
98,NED,Ties Van Der Lecq,2024-07-09,"4,420"
98,ESP,Ruben Garcia,2024-07-09,"4,420"
1,INA,Dejan Ferdinansyah,2024-06-04,"54,970"
2,MAS,Goh Soon Huat,2024-06-04,"52,920"
3,THA,Dechapol Puavaranukroh,2024-06-04,"51,280"
4,SGP,Hee Yong Kai Terry,2024-06-04,"48,230"
5,INA,Rehan Naufal Kusharjanto,2024-06-04,"46,300"
6,MAS,Chen Tang Jie,2024-06-04,"46,210"
7,KOR,Kim Won Ho,2024-06-04,"45,580"
8,INA,Rinov Rivaldy,2024-06-04,"45,180"
9,CHN,Zheng Si Wei,2024-06-04,"44,850"
10,NED,Robin Tabeling,2024-06-04,"44,790"
11,DEN,Mads Vestergaard,2024-06-04,"41,960"
12,CHN,Jiang Zhen Bang,2024-06-04,"39,540"
13,JPN,Yuta Watanabe,2024-06-04,"36,960"
14,JPN,Hiroki Midorikawa,2024-06-04,"36,460"
15,MAS,Tan Kian Meng,2024-06-04,"34,120"
16,THA,Supak Jomkoh,2024-06-04,"33,630"
17,KOR,Seo Seung Jae,2024-06-04,"32,700"
18,THA,Ruttanapak Oupthong,2024-06-04,"32,330"
19,TPE,Chang Ko-Chi,2024-06-04,"31,730"
20,CHN,Feng Yan Zhe,2024-06-04,"31,110"
21,TPE,Yang Po-Hsuan,2024-06-04,"30,950"
22,TPE,Ye Hong Wei,2024-06-04,"30,910"
23,JPN,Yuki Kaneko,2024-06-04,"29,880"
24,CHN,Cheng Xing,2024-06-04,"29,090"
25,HKG,Lee Chun Hei Reginald,2024-06-04,"27,120"
26,IND,Reddy B. Sumeeth,2024-06-04,"25,690"
27,JPN,Kyohei Yamashita,2024-06-04,"24,420"
28,HKG,Tang Chun Man,2024-06-04,"23,580"
29,FRA,Thom Gicquel,2024-06-04,"23,500"
30,MAS,Hoo Pang Ron,2024-06-04,"22,590"
31,DEN,Mathias Christiansen,2024-06-04,"22,050"
32,IND,Sathish Kumar Karunakaran,2024-06-04,"21,570"
33,MAS,Chan Peng Soon,2024-06-04,"21,410"
34,USA,Vinson Chiu,2024-06-04,"20,220"
35,INA,Adnan Maulana,2024-06-04,"20,090"
36,ENG,Marcus Ellis,2024-06-04,"19,200"
37,CHN,Guo Xin Wa,2024-06-04,"18,560"
38,GER,Mark Lamsfuss,2024-06-04,"18,280"
39,DEN,Mathias Thyrri,2024-06-04,"17,000"
40,AUS,Kenneth Zhe Hooi Choo,2024-06-04,"16,760"
41,INA,Jafar Hidayatullah,2024-06-04,"15,850"
42,DEN,Jesper Toft,2024-06-04,"15,280"
43,MAS,Choong Hon Jian,2024-06-04,"15,230"
44,ENG,Gregory Mairs,2024-06-04,"13,740"
45,IND,Ashith Surya,2024-06-04,"12,880"
46,MAS,Roy King Yap,2024-06-04,"11,910"
47,TPE,Wu Hsuan-Yi,2024-06-04,"11,710"
48,CAN,Ty Alexander Lindeman,2024-06-04,"11,320"
49,IND,Dhruv Kapila,2024-06-04,"11,020"
50,TPE,Chen Cheng Kuan,2024-06-04,"10,030"
51,CHN,Zhou Zhi Hong,2024-06-04,"9,940"
52,TPE,Wei Chun Wei,2024-06-04,"9,860"
53,JPN,Hiroki Nishi,2024-06-04,"9,350"
54,THA,Pakkapon Teeraratsakul,2024-06-04,"9,140"
55,CHN,Cheng Xing,2024-06-04,"7,200"
56,TPE,Chen Zhi Ray,2024-06-04,"7,170"
57,TPE,Lin Bing-Wei,2024-06-04,"7,110"
58,GER,Jones Ralfy Jansen,2024-06-04,"7,030"
59,GER,Malik Bourakkadi,2024-06-04,"6,750"
60,GER,Jan Colin Voelker,2024-06-04,"6,260"
61,ISR,Misha Zilberman,2024-06-04,"6,220"
62,IND,Rohan Kapoor,2024-06-04,"6,150"
63,DEN,Rasmus Espersen,2024-06-04,"6,090"
64,IND,Venkat Gaurav Prasad,2024-06-04,"5,900"
65,TPE,Po Li-Wei,2024-06-04,"5,890"
66,KOR,Wang Chan,2024-06-04,"5,820"
67,UKR,Oleksii Titov,2024-06-04,"5,760"
68,GER,Patrick Volkmann,2024-06-04,"5,670"
69,TPE,Chiu Hsiang Chieh,2024-06-04,"5,580"
70,INA,Amri Syahnawi,2024-06-04,"5,140"
71,IND,Nitin Kumar,2024-06-04,"5,100"
72,IND,Dingku Singh Konthoujam,2024-06-04,"5,070"
73,KOR,Ko Sung Hyun,2024-06-04,"4,880"
74,CHN,Guo Xin Wa,2024-06-04,"4,680"
75,TPE,Chen Sheng Fa,2024-06-04,"4,660"
76,KOR,Kim Young Hyuk,2024-06-04,"4,440"
76,HKG,Lui Chun Wai,2024-06-04,"4,440"
76,HKG,Hung Kuei Chun,2024-06-04,"4,440"
79,SCO,Adam Hall,2024-06-04,"4,420"
79,NED,Ties Van Der Lecq,2024-06-04,"4,420"
79,USA,Presley Smith,2024-06-04,"4,420"
79,BRA,Fabricio Farias,2024-06-04,"4,420"
79,ESP,Ruben Garcia,2024-06-04,"4,420"
84,MAS,Ting Shih Wee Owen,2024-06-04,"4,250"
84,IND,Kona Tarun,2024-06-04,"4,250"
86,BRA,Davi Silva,2024-06-04,"4,000"
87,TPE,Lu Chen,2024-06-04,"3,850"
87,JPN,Yuichi Shimogami,2024-06-04,"3,850"
87,CHN,Zhang Han Yu,2024-06-04,"3,850"
90,TPE,Lin Bing-Wei,2024-06-04,"3,780"
91,THA,Phuwanat Horbanluekit,2024-06-04,"3,510"
92,IND,Farogh Sanjay Aman,2024-06-04,"3,470"
93,IND,Nithin H.V.,2024-06-04,"3,400"
94,ALG,Koceila Mammeri,2024-06-04,"3,340"
95,IND,Chayanit Joshi,2024-06-04,"3,240"
96,THA,Neuaduang Mangkornloi,2024-06-04,"3,100"
97,IND,Lokesh Viswanathan,2024-06-04,"3,030"
97,CHN,Ma Xi Xiang,2024-06-04,"3,030"
97,CHN,Shang Yi Chen,2024-06-04,"3,030"
97,INA,Marwan Faza,2024-06-04,"3,030"
1,INA,Dejan Ferdinansyah,2024-05-28,"50,650"
2,THA,Dechapol Puavaranukroh,2024-05-28,"48,620"
3,MAS,Goh Soon Huat,2024-05-28,"48,600"
4,INA,Rehan Naufal Kusharjanto,2024-05-28,"46,300"
5,SGP,Hee Yong Kai Terry,2024-05-28,"45,570"
6,INA,Rinov Rivaldy,2024-05-28,"45,180"
7,KOR,Kim Won Ho,2024-05-28,"42,920"
8,MAS,Chen Tang Jie,2024-05-28,"40,160"
9,NED,Robin Tabeling,2024-05-28,"38,740"
10,JPN,Hiroki Midorikawa,2024-05-28,"36,460"
11,JPN,Yuta Watanabe,2024-05-28,"34,300"
12,DEN,Mads Vestergaard,2024-05-28,"34,260"
13,CHN,Zheng Si Wei,2024-05-28,"33,850"
14,CHN,Jiang Zhen Bang,2024-05-28,"33,490"
15,THA,Ruttanapak Oupthong,2024-05-28,"32,330"
16,MAS,Tan Kian Meng,2024-05-28,"29,800"
17,THA,Supak Jomkoh,2024-05-28,"29,310"
18,CHN,Cheng Xing,2024-05-28,"29,090"
19,TPE,Chang Ko-Chi,2024-05-28,"29,070"
20,CHN,Feng Yan Zhe,2024-05-28,"28,450"
21,JPN,Yuki Kaneko,2024-05-28,"25,560"
22,KOR,Seo Seung Jae,2024-05-28,"25,000"
23,TPE,Ye Hong Wei,2024-05-28,"24,860"
24,JPN,Kyohei Yamashita,2024-05-28,"24,420"
25,FRA,Thom Gicquel,2024-05-28,"23,500"
26,IND,Reddy B. Sumeeth,2024-05-28,"23,030"
27,HKG,Lee Chun Hei Reginald,2024-05-28,"22,800"
28,TPE,Yang Po-Hsuan,2024-05-28,"21,600"
29,MAS,Chan Peng Soon,2024-05-28,"21,410"
30,HKG,Tang Chun Man,2024-05-28,"20,920"
31,USA,Vinson Chiu,2024-05-28,"20,220"
32,INA,Adnan Maulana,2024-05-28,"20,090"
33,MAS,Hoo Pang Ron,2024-05-28,"19,930"
34,ENG,Marcus Ellis,2024-05-28,"19,200"
35,IND,Sathish Kumar Karunakaran,2024-05-28,"18,910"
36,GER,Mark Lamsfuss,2024-05-28,"18,280"
37,DEN,Mathias Christiansen,2024-05-28,"17,730"
38,DEN,Mathias Thyrri,2024-05-28,"17,000"
39,AUS,Kenneth Zhe Hooi Choo,2024-05-28,"16,760"
40,INA,Jafar Hidayatullah,2024-05-28,"15,850"
41,DEN,Jesper Toft,2024-05-28,"15,280"
42,MAS,Choong Hon Jian,2024-05-28,"15,230"
43,CHN,Guo Xin Wa,2024-05-28,"14,240"
44,ENG,Gregory Mairs,2024-05-28,"13,740"
45,MAS,Roy King Yap,2024-05-28,"11,910"
46,TPE,Wu Hsuan-Yi,2024-05-28,"11,710"
47,CAN,Ty Alexander Lindeman,2024-05-28,"11,320"
48,IND,Dhruv Kapila,2024-05-28,"11,020"
49,IND,Ashith Surya,2024-05-28,"10,220"
50,TPE,Chen Cheng Kuan,2024-05-28,"10,030"
51,CHN,Zhou Zhi Hong,2024-05-28,"9,940"
52,TPE,Wei Chun Wei,2024-05-28,"9,860"
53,JPN,Hiroki Nishi,2024-05-28,"9,350"
54,THA,Pakkapon Teeraratsakul,2024-05-28,"9,140"
55,CHN,Cheng Xing,2024-05-28,"7,200"
56,TPE,Chen Zhi Ray,2024-05-28,"7,170"
57,TPE,Lin Bing-Wei,2024-05-28,"7,110"
58,GER,Jones Ralfy Jansen,2024-05-28,"7,030"
59,GER,Malik Bourakkadi,2024-05-28,"6,750"
60,ISR,Misha Zilberman,2024-05-28,"6,220"
61,IND,Rohan Kapoor,2024-05-28,"6,150"
62,DEN,Rasmus Espersen,2024-05-28,"6,090"
63,TPE,Po Li-Wei,2024-05-28,"5,890"
64,KOR,Wang Chan,2024-05-28,"5,820"
65,GER,Patrick Volkmann,2024-05-28,"5,670"
66,TPE,Chiu Hsiang Chieh,2024-05-28,"5,580"
67,INA,Amri Syahnawi,2024-05-28,"5,140"
68,IND,Nitin Kumar,2024-05-28,"5,100"
69,IND,Dingku Singh Konthoujam,2024-05-28,"5,070"
70,CHN,Guo Xin Wa,2024-05-28,"4,680"
71,TPE,Chen Sheng Fa,2024-05-28,"4,660"
72,KOR,Kim Young Hyuk,2024-05-28,"4,440"
72,HKG,Hung Kuei Chun,2024-05-28,"4,440"
72,HKG,Lui Chun Wai,2024-05-28,"4,440"
75,SCO,Adam Hall,2024-05-28,"4,420"
75,USA,Presley Smith,2024-05-28,"4,420"
75,ESP,Ruben Garcia,2024-05-28,"4,420"
75,BRA,Fabricio Farias,2024-05-28,"4,420"
75,NED,Ties Van Der Lecq,2024-05-28,"4,420"
80,MAS,Ting Shih Wee Owen,2024-05-28,"4,250"
80,IND,Kona Tarun,2024-05-28,"4,250"
82,BRA,Davi Silva,2024-05-28,"4,000"
83,TPE,Lu Chen,2024-05-28,"3,850"
83,JPN,Yuichi Shimogami,2024-05-28,"3,850"
83,CHN,Zhang Han Yu,2024-05-28,"3,850"
86,TPE,Lin Bing-Wei,2024-05-28,"3,780"
87,GER,Jan Colin Voelker,2024-05-28,"3,600"
88,THA,Phuwanat Horbanluekit,2024-05-28,"3,510"
89,IND,Farogh Sanjay Aman,2024-05-28,"3,470"
90,IND,Nithin H.V.,2024-05-28,"3,400"
91,ALG,Koceila Mammeri,2024-05-28,"3,340"
92,IND,Venkat Gaurav Prasad,2024-05-28,"3,240"
92,IND,Chayanit Joshi,2024-05-28,"3,240"
94,UKR,Oleksii Titov,2024-05-28,"3,100"
94,THA,Neuaduang Mangkornloi,2024-05-28,"3,100"
96,CHN,Ma Xi Xiang,2024-05-28,"3,030"
96,CHN,Shang Yi Chen,2024-05-28,"3,030"
96,INA,Marwan Faza,2024-05-28,"3,030"
96,IND,Lokesh Viswanathan,2024-05-28,"3,030"
100,ESP,Jacobo Fernandez,2024-05-28,"2,750"
1,CHN,Jiang Zhen Bang,2024-06-18,"60,740"
2,INA,Dejan Ferdinansyah,2024-06-18,"59,900"
3,THA,Dechapol Puavaranukroh,2024-06-18,"59,680"
4,MAS,Goh Soon Huat,2024-06-18,"55,920"
5,CHN,Zheng Si Wei,2024-06-18,"55,050"
6,SGP,Hee Yong Kai Terry,2024-06-18,"54,600"
7,KOR,Kim Won Ho,2024-06-18,"52,180"
8,INA,Rehan Naufal Kusharjanto,2024-06-18,"51,520"
9,NED,Robin Tabeling,2024-06-18,"49,590"
10,MAS,Chen Tang Jie,2024-06-18,"49,210"
11,MAS,Tan Kian Meng,2024-06-18,"48,940"
12,INA,Rinov Rivaldy,2024-06-18,"48,180"
13,DEN,Mads Vestergaard,2024-06-18,"41,960"
14,JPN,Yuta Watanabe,2024-06-18,"39,960"
15,JPN,Hiroki Midorikawa,2024-06-18,"39,460"
16,CHN,Feng Yan Zhe,2024-06-18,"37,710"
17,KOR,Seo Seung Jae,2024-06-18,"37,500"
18,HKG,Lee Chun Hei Reginald,2024-06-18,"36,960"
19,THA,Supak Jomkoh,2024-06-18,"36,630"
20,HKG,Tang Chun Man,2024-06-18,"36,600"
21,TPE,Yang Po-Hsuan,2024-06-18,"35,750"
22,IND,Reddy B. Sumeeth,2024-06-18,"35,530"
23,JPN,Yuki Kaneko,2024-06-18,"34,680"
24,TPE,Ye Hong Wei,2024-06-18,"33,910"
25,THA,Ruttanapak Oupthong,2024-06-18,"32,330"
26,TPE,Chang Ko-Chi,2024-06-18,"31,730"
27,CHN,Guo Xin Wa,2024-06-18,"29,360"
28,CHN,Cheng Xing,2024-06-18,"29,090"
29,DEN,Mathias Christiansen,2024-06-18,"26,850"
30,MAS,Hoo Pang Ron,2024-06-18,"26,190"
31,INA,Adnan Maulana,2024-06-18,"24,890"
32,JPN,Kyohei Yamashita,2024-06-18,"24,420"
33,FRA,Thom Gicquel,2024-06-18,"23,500"
34,MAS,Choong Hon Jian,2024-06-18,"23,270"
35,USA,Vinson Chiu,2024-06-18,"23,220"
36,IND,Sathish Kumar Karunakaran,2024-06-18,"21,570"
37,MAS,Chan Peng Soon,2024-06-18,"21,410"
38,INA,Jafar Hidayatullah,2024-06-18,"19,450"
39,ENG,Marcus Ellis,2024-06-18,"19,200"
40,MAS,Roy King Yap,2024-06-18,"18,510"
41,GER,Mark Lamsfuss,2024-06-18,"18,280"
42,DEN,Mathias Thyrri,2024-06-18,"17,000"
43,AUS,Kenneth Zhe Hooi Choo,2024-06-18,"16,760"
44,DEN,Jesper Toft,2024-06-18,"15,280"
45,ENG,Gregory Mairs,2024-06-18,"13,740"
46,IND,Ashith Surya,2024-06-18,"12,880"
47,TPE,Wu Hsuan-Yi,2024-06-18,"11,710"
48,CAN,Ty Alexander Lindeman,2024-06-18,"11,320"
49,IND,Dhruv Kapila,2024-06-18,"11,020"
50,TPE,Chen Cheng Kuan,2024-06-18,"10,030"
51,CHN,Zhou Zhi Hong,2024-06-18,"9,940"
52,TPE,Wei Chun Wei,2024-06-18,"9,860"
53,JPN,Hiroki Nishi,2024-06-18,"9,350"
