,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team One Nationalities,Team Two Nationalities,Player 1 Team 1 Name,Player 2 Team 1 Name,Team 1 Seed,Player 1 Team 2 Name,Player 2 Team 2 Name,Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Match Winner
381,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,MD,6,0,60,Malaysia,India,Ong Yew Sin,Teo Ee Yi,8,M.R. Arjun,Dhruv Kapila,0,12,21,21,6,22,20,55,47,2,1,3,1,6,4,4,0,1
382,Yonex_All_England_Open,2023-03-17,England,MD,4,0,38,Indonesia,Indonesia,Fajar Alfian,Muhammad Rian Ardianto,1,Muhammad Shohibul Fikri,Bagas Maulana,0,21,18,21,13,0,0,42,31,2,0,5,0,4,3,7,2,1
383,Yonex_All_England_Open,2023-03-14,England,MD,4,0,35,China,Chinesetaipei,He Ji Ting,Zhou Hao Dong,0,Lu Ching Yao,Yang Po Han,0,21,10,21,12,0,0,42,22,2,0,4,0,6,3,1,0,1
384,Yonex_All_England_Open,2023-03-16,England,MD,4,0,40,China,Denmark,He Ji Ting,Zhou Hao Dong,0,Kim Astrup,Anders Skaarup Rasmussen,7,21,15,21,10,0,0,42,25,2,0,2,0,8,3,3,0,1
385,Yonex_All_England_Open,2022-03-16,England,MD,6,0,52,China,Malaysia,He Ji Ting,Tan Qiang,0,Goh Sze Fei,Nur Izzuddin,0,21,15,19,21,21,11,61,47,2,1,2,2,5,5,1,0,1
386,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,MD,2,1,23,India,France,Satwiksairaj Rankireddy,Chirag Shetty,7,Christo Popov,Toma Junior Popov,0,21,12,0,0,0,0,21,12,1,0,1,0,5,3,2,0,1
387,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,MD,4,0,46,India,China,Satwiksairaj Rankireddy,Chirag Shetty,7,He Ji Ting,Zhou Hao Dong,0,21,17,21,15,0,0,42,32,2,0,6,0,5,4,3,0,1
388,Kapal_Api_Group_Indonesia_Open,2023-06-18,Indonesia,MD,4,0,43,India,Malaysia,Satwiksairaj Rankireddy,Chirag Shetty,7,Aaron Chia,Soh Wooi Yik,2,21,17,21,18,0,0,42,35,2,0,6,0,6,4,2,8,1
389,Kapal_Api_Group_Indonesia_Open,2023-06-16,Indonesia,MD,4,0,41,India,Indonesia,Satwiksairaj Rankireddy,Chirag Shetty,7,Fajar Alfian,Muhammad Rian Ardianto,1,21,13,21,13,0,0,42,26,2,0,3,0,6,3,4,2,1
390,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MD,4,0,33,Malaysia,Indonesia,Aaron Chia,Soh Wooi Yik,2,Muhammad Shohibul Fikri,Bagas Maulana,0,21,16,21,12,0,0,42,28,2,0,3,0,7,4,5,0,1
391,Kapal_Api_Group_Indonesia_Open,2023-06-17,Indonesia,MD,6,0,67,India,Korea,Satwiksairaj Rankireddy,Chirag Shetty,7,Kang Min Hyuk,Seo Seung Jae,0,17,21,21,19,21,18,59,58,2,1,6,2,7,5,5,3,1
392,Yonex_All_England_Open,2023-03-15,England,MD,4,0,39,France,Netherlands,Lucas Corvee,Ronan Labar,0,Ruben Jille,Ties Van Der Lecq,0,21,16,21,15,0,0,42,31,2,0,3,0,5,5,1,0,1
393,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MD,6,0,67,China,Denmark,Liu Yu Chen,Ou Xuan Yi,5,Kim Astrup,Anders Skaarup Rasmussen,0,16,21,21,19,21,15,58,55,2,1,2,1,5,8,4,3,1
394,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,MD,4,0,42,Indonesia,Malaysia,Leo Rolly Carnando,Daniel Marthin,0,Ong Yew Sin,Teo Ee Yi,8,22,20,21,17,0,0,43,37,2,0,5,0,6,5,2,2,1
395,Kapal_Api_Group_Indonesia_Open,2023-06-16,Indonesia,MD,4,0,41,Malaysia,Japan,Aaron Chia,Soh Wooi Yik,2,Akira Koga,Taichi Saito,0,21,10,21,15,0,0,42,25,2,0,2,0,5,2,5,4,1
396,Kapal_Api_Group_Indonesia_Open,2023-06-17,Indonesia,MD,6,0,57,Malaysia,Indonesia,Aaron Chia,Soh Wooi Yik,2,Pramudya Kusumawardana,Yeremia Erich Yoche Yacob Rambitan,0,12,21,23,21,21,13,56,55,2,1,3,2,5,6,3,1,1
397,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,MD,6,0,56,Korea,Chinesetaipei,Kang Min Hyuk,Seo Seung Jae,0,Lu Ching Yao,Yang Po Han,0,15,21,21,11,21,12,57,44,2,1,3,2,7,6,3,0,1
398,Kapal_Api_Group_Indonesia_Open,2023-06-16,Indonesia,MD,6,0,60,Indonesia,China,Pramudya Kusumawardana,Yeremia Erich Yoche Yacob Rambitan,0,Liang Wei Keng,Wang Chang,6,16,21,21,17,21,19,58,57,2,1,4,2,5,5,1,2,1
399,Yonex_All_England_Open,2023-03-15,England,MD,4,0,35,Scotland,Korea,Alexander Dunn,Adam Hall,0,Choi Sol Gyu,Kim Won Ho,0,21,15,21,14,0,0,42,29,2,0,4,0,6,3,1,2,1
400,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MD,4,0,37,Japan,Scotland,Takuro Hoki,Yugo Kobayashi,3,Alexander Dunn,Adam Hall,0,21,19,21,16,0,0,42,35,2,0,3,0,4,4,6,0,1
401,Yonex_All_England_Open,2023-03-16,England,MD,4,0,39,Japan,Scotland,Takuro Hoki,Yugo Kobayashi,4,Alexander Dunn,Adam Hall,0,21,17,21,17,0,0,42,34,2,0,7,0,7,4,6,0,1
402,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,MD,6,0,54,Indonesia,Indonesia,Pramudya Kusumawardana,Yeremia Erich Yoche Yacob Rambitan,0,Mohammad Ahsan,Hendra Setiawan,4,18,21,21,19,23,21,62,61,2,1,4,1,6,5,1,5,1
403,Victor_China_Open,2023-09-05,China,MD,4,0,36,China,Indonesia,Liang Wei Keng,Wang Chang,3,Leo Rolly Carnando,Daniel Marthin,6,21,15,21,18,0,0,42,33,2,0,4,0,7,4,2,1,1
404,Yonex_All_England_Open,2023-03-16,England,MD,4,0,32,Indonesia,Denmark,Leo Rolly Carnando,Daniel Marthin,0,Jeppe Bay,Lasse Mølhede,0,21,15,21,16,0,0,42,31,2,0,3,0,8,5,2,1,1
405,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MD,6,0,66,Japan,Malaysia,Keiichiro Matsui,Yoshinori Takeuchi,0,Man Wei Chong,Kai Wun Tee,0,19,21,21,15,21,19,61,55,2,1,5,3,5,4,1,1,1
406,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,MD,4,0,36,Indonesia,Denmark,Fajar Alfian,Muhammad Rian Ardianto,1,Jeppe Bay,Lasse Mølhede,0,21,15,21,11,0,0,42,26,2,0,2,0,6,4,2,0,1
407,Yonex_All_England_Open,2023-03-15,England,MD,4,0,43,India,India,Satwiksairaj Rankireddy,Chirag Shetty,6,Krishna Prasad Garaga,Vishnuvardhan Goud Panjala,0,21,13,21,13,0,0,42,26,2,0,2,0,4,3,1,0,1
408,Kapal_Api_Group_Indonesia_Open,2023-06-16,Indonesia,MD,4,0,31,Korea,Indonesia,Kang Min Hyuk,Seo Seung Jae,0,Leo Rolly Carnando,Daniel Marthin,0,21,14,21,10,0,0,42,24,2,0,2,0,12,6,2,0,1
409,Yonex_All_England_Open,2023-03-16,England,MD,4,0,38,China,China,Liu Yu Chen,Ou Xuan Yi,5,Ren Xiang Yu,Tan Qiang,0,21,18,22,20,0,0,43,38,2,0,9,0,7,5,3,0,1
410,Victor_China_Open,2023-09-05,China,MD,4,0,50,Denmark,Indonesia,Kim Astrup,Anders Skaarup Rasmussen,0,Fajar Alfian,Muhammad Rian Ardianto,1,21,19,21,19,0,0,42,38,2,0,4,0,5,3,4,4,1
411,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,MD,6,0,63,Indonesia,Japan,Leo Rolly Carnando,Daniel Marthin,0,Ayato Endo,Yuta Takei,0,23,21,8,21,21,12,52,54,2,1,3,2,4,6,2,0,1
412,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,MD,4,0,38,Malaysia,Korea,Aaron Chia,Soh Wooi Yik,2,Choi Sol Gyu,Kim Won Ho,0,21,19,21,16,0,0,42,35,2,0,5,0,5,6,4,0,1
413,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,MD,6,0,57,China,France,He Ji Ting,Zhou Hao Dong,0,Lucas Corvee,Ronan Labar,0,21,12,21,23,21,9,63,44,2,1,2,4,5,4,1,0,1
414,Yonex_All_England_Open,2023-03-14,England,MD,4,0,33,Japan,Japan,Takuro Hoki,Yugo Kobayashi,4,Keiichiro Matsui,Yoshinori Takeuchi,0,21,12,21,14,0,0,42,26,2,0,5,0,6,3,4,0,1
415,Victor_China_Open,2023-09-06,China,MD,4,0,47,Malaysia,China,Ong Yew Sin,Teo Ee Yi,0,Ren Xiang Yu,Tan Qiang,0,21,16,23,21,0,0,44,37,2,0,2,2,5,4,3,0,1
416,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MD,6,0,66,Japan,Chinesetaipei,Akira Koga,Taichi Saito,0,Lee Yang,Wang Chi-Lin,0,21,18,17,21,21,12,59,51,2,1,2,2,5,6,1,5,1
417,Yonex_All_England_Open,2023-03-15,England,MD,4,0,36,Indonesia,Indonesia,Mohammad Ahsan,Hendra Setiawan,3,Pramudya Kusumawardana,Yeremia Erich Yoche Yacob Rambitan,0,25,23,21,18,0,0,46,41,2,0,3,3,3,4,5,1,1
418,Victor_China_Open,2023-09-05,China,MD,4,0,26,Japan,Thailand,Takuro Hoki,Yugo Kobayashi,5,Supak Jomkoh,Kittinupong Kedren,0,21,9,21,5,0,0,42,14,2,0,3,0,10,2,3,0,1
419,Victor_China_Open,2023-09-06,China,MD,6,0,52,Korea,Indonesia,Kang Min Hyuk,Seo Seung Jae,0,Mohammad Ahsan,Hendra Setiawan,2,21,18,15,21,21,12,57,51,2,1,4,2,5,5,5,2,1
420,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,MD,6,0,71,Japan,China,Akira Koga,Taichi Saito,0,Liu Yu Chen,Ou Xuan Yi,5,18,21,24,22,21,16,63,59,2,1,9,1,5,4,1,5,1
421,Victor_China_Open,2023-09-06,China,MD,4,0,29,Chinesetaipei,Chinesetaipei,Lee Yang,Wang Chi-Lin,5,Su Ching Heng,Ye Hong Wei,0,21,14,21,14,0,0,42,28,2,0,3,0,6,3,2,0,1
422,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MD,4,0,30,Indonesia,Thailand,Mohammad Ahsan,Hendra Setiawan,4,Supak Jomkoh,Kittinupong Kedren,0,21,16,21,17,0,0,42,33,2,0,3,0,5,4,2,0,1
423,Victor_China_Open,2023-09-06,China,MD,4,0,35,China,Chinesetaipei,He Ji Ting,Zhou Hao Dong,0,Chang Ko-Chi,Po Li-Wei,0,21,14,21,17,0,0,42,31,2,0,4,0,6,3,1,1,1
424,Victor_China_Open,2023-09-08,China,MD,4,0,39,China,China,Liang Wei Keng,Wang Chang,3,Liu Yu Chen,Ou Xuan Yi,7,21,18,21,19,0,0,42,37,2,0,4,0,5,4,2,1,1
425,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,MD,4,0,29,China,Chinesetaipei,Ren Xiang Yu,Tan Qiang,0,Lee Jhe-Huei,Yang Po-Hsuan,0,21,15,21,16,0,0,42,31,2,0,4,0,7,5,1,0,1
426,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,MD,4,0,40,Indonesia,China,Fajar Alfian,Muhammad Rian Ardianto,1,Ren Xiang Yu,Tan Qiang,0,21,14,21,17,0,0,42,31,2,0,3,0,6,4,2,0,1
427,Yonex_All_England_Open,2023-03-16,England,MD,4,0,29,Indonesia,Chinesetaipei,Fajar Alfian,Muhammad Rian Ardianto,1,Lee Jhe-Huei,Yang Po-Hsuan,0,22,20,21,15,0,0,43,35,2,0,5,0,5,4,4,2,1
428,Victor_China_Open,2023-09-07,China,MD,4,0,39,China,Japan,Liang Wei Keng,Wang Chang,3,Akira Koga,Taichi Saito,0,21,14,22,20,0,0,43,34,2,0,4,0,4,4,1,1,1
429,Yonex_All_England_Open,2023-03-15,England,MD,4,0,28,China,Thailand,Liang Wei Keng,Wang Chang,0,Supak Jomkoh,Kittinupong Kedren,0,21,13,21,18,0,0,42,31,2,0,3,0,5,5,2,1,1
430,Victor_China_Open,2023-09-08,China,MD,4,0,39,Korea,Indonesia,Kang Min Hyuk,Seo Seung Jae,0,Muhammad Shohibul Fikri,Bagas Maulana,0,21,15,21,17,0,0,42,32,2,0,2,0,5,4,5,1,1
431,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,MD,4,0,31,China,Japan,Liang Wei Keng,Wang Chang,6,Keiichiro Matsui,Yoshinori Takeuchi,0,21,9,21,16,0,0,42,25,2,0,3,0,6,3,3,0,1
432,Victor_China_Open,2023-09-06,China,MD,6,0,68,Indonesia,India,Muhammad Shohibul Fikri,Bagas Maulana,0,Satwiksairaj Rankireddy,Chirag Shetty,0,21,17,11,21,21,17,53,55,2,1,6,2,5,6,4,4,1
433,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MD,2,1,27,Korea,Chinesetaipei,Choi Sol Gyu,Kim Won Ho,0,Su Ching Heng,Ye Hong Wei,0,21,18,0,0,0,0,21,18,1,0,2,0,7,4,1,0,1
434,Victor_China_Open,2023-09-07,China,MD,4,0,40,Malaysia,China,Aaron Chia,Soh Wooi Yik,4,He Ji Ting,Zhou Hao Dong,0,21,16,21,17,0,0,42,33,2,0,3,0,3,3,3,1,1
435,Yonex_All_England_Open,2023-03-16,England,MD,4,0,30,Indonesia,France,Mohammad Ahsan,Hendra Setiawan,3,Lucas Corvee,Ronan Labar,0,21,14,21,13,0,0,42,27,2,0,5,0,5,3,2,1,1
436,Victor_China_Open,2023-09-08,China,MD,4,0,40,Japan,Denmark,Takuro Hoki,Yugo Kobayashi,5,Kim Astrup,Anders Skaarup Rasmussen,0,21,12,21,17,0,0,42,29,2,0,2,0,4,4,7,7,1
437,Victor_China_Open,2023-09-07,China,MD,6,0,69,Korea,Chinesetaipei,Kang Min Hyuk,Seo Seung Jae,0,Lee Yang,Wang Chi-Lin,5,21,19,17,21,25,23,63,63,2,1,3,5,4,5,4,1,1
438,Yonex_All_England_Open,2023-03-15,England,MD,6,0,75,Denmark,Japan,Jeppe Bay,Lasse Mølhede,0,Akira Koga,Taichi Saito,0,18,21,23,21,24,22,65,64,2,1,5,4,4,10,1,1,1
439,Victor_China_Open,2023-09-06,China,MD,4,0,35,Malaysia,Korea,Aaron Chia,Soh Wooi Yik,4,Choi Sol Gyu,Kim Won Ho,0,21,10,25,23,0,0,46,33,2,0,4,5,4,4,4,0,1
440,Victor_China_Open,2023-09-05,China,MD,4,0,37,China,France,Liu Yu Chen,Ou Xuan Yi,7,Christo Popov,Toma Junior Popov,0,21,16,21,14,0,0,42,30,2,0,4,0,5,5,5,0,1
441,Victor_China_Open,2023-09-08,China,MD,6,0,62,Malaysia,Malaysia,Aaron Chia,Soh Wooi Yik,4,Ong Yew Sin,Teo Ee Yi,0,19,21,21,19,21,11,61,51,2,1,3,3,5,4,6,2,1
442,Victor_China_Open,2023-09-10,China,MD,4,0,26,China,Malaysia,Liang Wei Keng,Wang Chang,3,Aaron Chia,Soh Wooi Yik,4,21,12,21,14,0,0,42,26,2,0,6,0,7,3,8,2,1
443,Yonex_All_England_Open,2023-03-15,England,MD,4,0,38,China,India,Ren Xiang Yu,Tan Qiang,0,M.R. Arjun,Dhruv Kapila,0,21,16,21,15,0,0,42,31,2,0,2,0,4,3,1,0,1
444,Victor_China_Open,2023-09-09,China,MD,6,0,67,China,Japan,Liang Wei Keng,Wang Chang,3,Takuro Hoki,Yugo Kobayashi,5,21,16,20,22,22,20,63,58,2,1,6,2,6,6,5,2,1
445,Victor_China_Open,2023-09-09,China,MD,4,0,41,Malaysia,Korea,Aaron Chia,Soh Wooi Yik,4,Kang Min Hyuk,Seo Seung Jae,0,21,18,21,17,0,0,42,35,2,0,3,0,4,5,2,3,1
446,Yonex_All_England_Open,2022-03-16,England,MD,4,0,36,Malaysia,Scotland,Aaron Chia,Soh Wooi Yik,4,Christopher Grimley,Matthew Grimley,0,21,14,21,19,0,0,42,33,2,0,4,0,4,5,2,0,1
447,Petronas_Malaysia_Open,2024-01-09,Malaysia,MD,4,0,41,Japan,Chinesetaipei,Takuro Hoki,Yugo Kobayashi,7,Lee Yang,Wang Chi-Lin,0,21,16,21,15,0,0,42,31,2,0,2,0,8,5,4,6,1
448,Victor_China_Open,2023-09-07,China,MD,4,0,28,Denmark,Chinesetaipei,Kim Astrup,Anders Skaarup Rasmussen,0,Lee Jhe-Huei,Yang Po-Hsuan,0,21,8,21,13,0,0,42,21,2,0,5,0,5,3,3,0,1
449,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,MD,4,0,42,Korea,Japan,Kang Min Hyuk,Seo Seung Jae,0,Takuro Hoki,Yugo Kobayashi,3,21,18,21,14,0,0,42,32,2,0,3,0,8,4,6,3,1
450,Petronas_Malaysia_Open,2024-01-10,Malaysia,MD,6,0,59,Chinesetaipei,China,Lee Jhe-Huei,Yang Po-Hsuan,7,Chen Bo Yang,Liu Yi,0,20,22,22,20,21,12,63,54,2,1,7,1,5,4,1,3,1
451,Petronas_Malaysia_Open,2024-01-09,Malaysia,MD,4,0,35,Denmark,Indonesia,Kim Astrup,Anders Skaarup Rasmussen,4,Leo Rolly Carnando,Daniel Marthin,0,21,16,21,10,0,0,42,26,2,0,4,0,12,4,5,4,1
452,Victor_China_Open,2023-09-05,China,MD,4,0,38,Japan,Scotland,Akira Koga,Taichi Saito,0,Alexander Dunn,Adam Hall,0,21,13,21,17,0,0,42,30,2,0,3,0,4,3,1,0,1
453,Petronas_Malaysia_Open,2024-01-12,Malaysia,MD,4,0,34,Japan,Malaysia,Takuro Hoki,Yugo Kobayashi,7,Ong Yew Sin,Teo Ee Yi,0,21,15,21,9,0,0,42,24,2,0,3,0,7,3,8,1,1
454,Petronas_Malaysia_Open,2024-01-10,Malaysia,MD,4,0,39,Malaysia,Thailand,Goh Sze Fei,Nur Izzuddin,0,Supak Jomkoh,Kittinupong Kedren,0,21,17,22,20,0,0,43,37,2,0,6,1,7,4,1,2,1
455,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MD,6,0,56,Indonesia,England,Pramudya Kusumawardana,Yeremia Erich Yoche Yacob Rambitan,0,Ben Lane,Sean Vendy,0,21,15,13,21,21,14,55,50,2,1,4,2,4,5,4,0,1
456,Victor_China_Open,2023-09-06,China,MD,4,0,37,Denmark,France,Rasmus Kjær,Frederik Søgaard,0,Lucas Corvee,Ronan Labar,0,21,17,21,9,0,0,42,26,2,0,3,0,7,2,1,0,1
457,Victor_China_Open,2023-09-07,China,MD,4,0,36,Malaysia,Denmark,Ong Yew Sin,Teo Ee Yi,0,Rasmus Kjær,Frederik Søgaard,0,21,12,21,17,0,0,42,29,2,0,3,0,6,4,1,1,1
458,Petronas_Malaysia_Open,2024-01-09,Malaysia,MD,4,0,30,China,Malaysia,Liang Wei Keng,Wang Chang,1,Man Wei Chong,Kai Wun Tee,0,21,12,21,19,0,0,42,31,2,0,7,0,5,5,4,0,1
459,Petronas_Malaysia_Open,2024-01-12,Malaysia,MD,6,0,64,Korea,Malaysia,Kang Min Hyuk,Seo Seung Jae,0,Aaron Chia,Soh Wooi Yik,3,16,21,21,18,21,13,58,52,2,1,5,1,8,6,3,2,1
460,Victor_China_Open,2023-09-06,China,MD,6,0,59,Indonesia,Japan,Pramudya Kusumawardana,Yeremia Erich Yoche Yacob Rambitan,0,Ayato Endo,Yuta Takei,4,22,20,19,21,21,17,62,58,2,1,5,1,4,4,4,0,1
461,Petronas_Malaysia_Open,2024-01-11,Malaysia,MD,6,0,61,Malaysia,Denmark,Ong Yew Sin,Teo Ee Yi,0,Kim Astrup,Anders Skaarup Rasmussen,4,21,10,11,21,24,22,56,53,2,1,6,2,5,5,2,2,1
462,Victor_China_Open,2023-09-05,China,MD,4,0,33,Chinesetaipei,Chinesetaipei,Lee Jhe-Huei,Yang Po-Hsuan,0,Lu Ching Yao,Yang Po Han,0,22,20,21,13,0,0,43,33,2,0,4,0,5,3,1,2,1
463,Petronas_Malaysia_Open,2024-01-10,Malaysia,MD,6,0,62,Malaysia,Denmark,Aaron Chia,Soh Wooi Yik,3,Rasmus Kjær,Frederik Søgaard,0,20,22,21,13,21,13,62,48,2,1,2,2,8,4,1,0,1
464,Victor_China_Open,2023-09-05,China,MD,6,0,64,Chinesetaipei,Germany,Fang-Chih Lee,Fang-Jen Lee,0,Mark Lamsfuss,Marvin Seidel,0,18,21,21,13,21,16,60,50,2,1,4,1,6,6,1,1,1
465,Petronas_Malaysia_Open,2024-01-11,Malaysia,MD,4,0,34,Korea,Chinesetaipei,Kang Min Hyuk,Seo Seung Jae,0,Lee Jhe-Huei,Yang Po-Hsuan,7,21,13,21,14,0,0,42,27,2,0,2,0,5,3,3,1,1
466,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MD,4,0,23,China,Canada,Liang Wei Keng,Wang Chang,6,Kevin Lee,Ty Alexander Lindeman,0,21,13,21,13,0,0,42,26,2,0,2,0,7,3,2,0,1
467,Petronas_Malaysia_Open,2024-01-11,Malaysia,MD,4,0,37,Malaysia,Malaysia,Aaron Chia,Soh Wooi Yik,3,Goh Sze Fei,Nur Izzuddin,0,21,15,21,16,0,0,42,31,2,0,2,0,5,3,6,3,1
468,Petronas_Malaysia_Open,2024-01-13,Malaysia,MD,4,0,47,India,Korea,Satwiksairaj Rankireddy,Chirag Shetty,0,Kang Min Hyuk,Seo Seung Jae,0,21,18,22,20,0,0,43,38,2,0,4,6,8,5,5,3,1
469,Petronas_Malaysia_Open,2024-01-14,Malaysia,MD,6,0,58,China,India,Liang Wei Keng,Wang Chang,1,Satwiksairaj Rankireddy,Chirag Shetty,0,9,21,21,18,21,17,51,56,2,1,3,1,6,5,5,2,1
470,Petronas_Malaysia_Open,2024-01-09,Malaysia,MD,4,0,47,Japan,Germany,Keiichiro Matsui,Yoshinori Takeuchi,7,Mark Lamsfuss,Marvin Seidel,0,22,20,21,16,0,0,43,36,2,0,3,0,4,6,2,0,1
471,Victor_China_Open,2023-09-05,China,MD,4,0,47,Japan,India,Keiichiro Matsui,Yoshinori Takeuchi,7,M.R. Arjun,Dhruv Kapila,0,23,21,21,19,0,0,44,40,2,0,4,3,5,4,1,1,1
472,Petronas_Malaysia_Open,2024-01-13,Malaysia,MD,6,0,50,China,Japan,Liang Wei Keng,Wang Chang,1,Takuro Hoki,Yugo Kobayashi,7,21,12,19,21,21,13,61,46,2,1,3,1,5,4,5,2,1
473,Petronas_Malaysia_Open,2024-01-11,Malaysia,MD,4,0,32,China,Japan,Liang Wei Keng,Wang Chang,1,Keiichiro Matsui,Yoshinori Takeuchi,7,21,14,21,14,0,0,42,28,2,0,4,0,6,5,3,0,1
474,Petronas_Malaysia_Open,2024-01-12,Malaysia,MD,6,0,54,China,Indonesia,Liang Wei Keng,Wang Chang,1,Fajar Alfian,Muhammad Rian Ardianto,5,16,21,21,17,21,18,58,56,2,1,4,3,5,5,6,3,1
475,Petronas_Malaysia_Open,2024-01-12,Malaysia,MD,4,0,35,India,China,Satwiksairaj Rankireddy,Chirag Shetty,0,He Ji Ting,Ren Xiang Yu,0,21,11,21,8,0,0,42,19,2,0,4,0,7,3,2,0,1
476,Victor_China_Open,2023-09-07,China,MD,4,0,43,Japan,Japan,Takuro Hoki,Yugo Kobayashi,5,Keiichiro Matsui,Yoshinori Takeuchi,7,21,17,21,19,0,0,42,36,2,0,6,0,7,3,4,0,1
477,Yonex_All_England_Open,2024-03-12,England,MD,6,0,65,China,Malaysia,Liu Yu Chen,Ou Xuan Yi,8,Ong Yew Sin,Teo Ee Yi,0,15,21,23,21,21,14,59,56,2,1,2,5,4,5,4,1,1
478,Victor_China_Open,2023-09-07,China,MD,6,0,60,China,Chinesetaipei,Liu Yu Chen,Ou Xuan Yi,7,Fang-Chih Lee,Fang-Jen Lee,0,15,21,21,17,21,18,57,56,2,1,3,1,5,6,1,0,1
479,Yonex_All_England_Open,2024-03-13,England,MD,4,0,39,Japan,England,Takuro Hoki,Yugo Kobayashi,6,Ben Lane,Sean Vendy,0,21,9,21,19,0,0,42,28,2,0,4,0,5,3,5,1,1
480,Petronas_Malaysia_Open,2024-01-09,Malaysia,MD,4,0,44,Chinesetaipei,India,Fang-Chih Lee,Fang-Jen Lee,0,M.R. Arjun,Dhruv Kapila,0,21,16,21,19,0,0,42,35,2,0,3,0,5,4,1,0,1
481,Yonex_All_England_Open,2024-03-12,England,MD,4,0,30,Denmark,France,Kim Astrup,Anders Skaarup Rasmussen,4,Christo Popov,Toma Junior Popov,0,21,16,21,13,0,0,42,29,2,0,2,0,6,4,7,0,1
482,Yonex_All_England_Open,2024-03-17,England,MD,4,0,44,Indonesia,Malaysia,Fajar Alfian,Muhammad Rian Ardianto,7,Aaron Chia,Soh Wooi Yik,5,21,16,21,16,0,0,42,32,2,0,5,0,6,3,4,4,1
483,Petronas_Malaysia_Open,2024-01-10,Malaysia,MD,4,0,44,India,Indonesia,Satwiksairaj Rankireddy,Chirag Shetty,0,Muhammad Shohibul Fikri,Bagas Maulana,0,21,18,21,19,0,0,42,37,2,0,5,0,6,4,4,4,1
484,Yonex_All_England_Open,2024-03-15,England,MD,4,0,45,Indonesia,Chinesetaipei,Fajar Alfian,Muhammad Rian Ardianto,7,Lee Yang,Wang Chi-Lin,2,21,14,24,22,0,0,45,36,2,0,2,3,3,3,6,3,1
485,Petronas_Malaysia_Open,2024-01-11,Malaysia,MD,2,1,30,China,Indonesia,He Ji Ting,Ren Xiang Yu,0,Mohammad Ahsan,Hendra Setiawan,1,21,17,0,0,0,0,21,17,1,0,1,0,5,4,2,0,1
486,Petronas_Malaysia_Open,2024-01-10,Malaysia,MD,4,0,38,Indonesia,Japan,Mohammad Ahsan,Hendra Setiawan,1,Akira Koga,Taichi Saito,0,21,18,21,15,0,0,42,33,2,0,5,0,5,4,3,0,1
487,Yonex_All_England_Open,2024-03-16,England,MD,4,0,36,Malaysia,Chinesetaipei,Aaron Chia,Soh Wooi Yik,5,Lee Jhe-Huei,Yang Po-Hsuan,0,21,16,21,15,0,0,42,31,2,0,2,0,6,4,4,0,1
488,Yonex_All_England_Open,2024-03-15,England,MD,4,0,31,Malaysia,Indonesia,Aaron Chia,Soh Wooi Yik,5,Muhammad Shohibul Fikri,Bagas Maulana,3,21,14,21,11,0,0,42,25,2,0,2,0,8,3,5,0,1
489,Yonex_All_England_Open,2024-03-14,England,MD,6,0,50,Thailand,Denmark,Supak Jomkoh,Kittinupong Kedren,0,Kim Astrup,Anders Skaarup Rasmussen,4,21,12,5,21,21,19,47,52,2,1,2,1,4,11,1,3,1
490,Petronas_Malaysia_Open,2024-01-09,Malaysia,MD,4,0,41,Malaysia,Chinesetaipei,Ong Yew Sin,Teo Ee Yi,0,Lu Ching Yao,Yang Po Han,3,21,14,21,15,0,0,42,29,2,0,3,0,5,3,6,3,1
